'5101','1','192.168.210.141',NULL,NULL,NULL,'0','0',NULL,'0',NULL,'5060','1',NULL,NULL,'UDP',NULL,NULL,'0'
'5101','2','192.168.210.29',NULL,NULL,NULL,'0','0',NULL,'0',NULL,'5060','1',NULL,NULL,'UDP',NULL,NULL,'0'
'5101','3','192.168.210.28',NULL,NULL,NULL,'0','0',NULL,'0',NULL,'5060','1',NULL,NULL,'UDP',NULL,NULL,'0'
'5101','4','192.168.210.230',NULL,NULL,NULL,'0','0',NULL,'0',NULL,'5060','1',NULL,NULL,'UDP',NULL,NULL,'0'
