'5101','1','1','2','2','0','0','0','0','0','2','2','0','2','0','0','0','2','2','0','0','2','0'
'5101','2','1','0','1','1','1','1','1','0','2','1','0','0','0','0','0','0','2','1','1','2','1'
'5101','3','1','0','1','1','1','1','1','0','2','1','0','0','0','0','0','0','2','1','1','2','1'
'5101','4','1','0','2','2','2','2','2','0','2','2','0','0','0','0','1','0','2','2','2','2','2'
'5101','12','1','2','2','2','2','2','2','2','2','2','2','2','1','0','1','2','2','2','2','2','2'
'5101','30','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','2','0','0','1','0'
