'5101','1',NULL,'1','64','1','0','UTA6051CA','UTA6051CA0DA','Z07372143H','CMF_L','0','0','1','1'
'5101','2',NULL,'2','64','1','0','UTA6051CA','UTA6051CA030','Z10420069G','CMF_R','0','0','2','1'
