'5101','ARP'
'5101','BASIC_FILTER'
'5101','ETH_INTERFACE'
'5101','ETH_PROFILE'
'5101','ETH_TAG_RULE'
'5101','FILTER_GRP_MEMBER'
'5101','IP_DEVICE'
'5101','IP_ROUTE'
'5101','NE_SRV_SECURITY'
'5101','NE_USER'
'5101','NODE'
'5101','OS_USER_GROUP'
'5101','PORT'
'5101','PROTOCOL_QOS'
'5101','RLT_USER_GROUP'
'5101','SQUID_NE_PORT'
'5101','SYSLOG_CLIENT'
