'5101','1','1','9000000','0'
'5101','2','1','9000001','0'
'5101','3','1','9000002','0'
'5101','4','1','9000003','0'
'5101','5','1','9100000','0'
'5101','6','1','9100001','0'
'5101','7','1','9100002','0'
'5101','8','1','9100003','0'
'5101','9','1','9200000','0'
'5101','10','1','9200001','0'
'5101','11','1','9200002','0'
'5101','12','1','9200003','0'
'5101','13','1','9300000','0'
'5101','14','1','9300001','0'
'5101','15','1','9300002','0'
'5101','16','1','9300003','0'
'5101','17','1','9100004','0'
'5101','18','1','9100005','0'
'5101','19','1','9100006','0'
'5101','20','1','9100007','0'
'5101','21','1','9100008','0'
'5101','22','1','9100009','0'
'5101','23','1','9100010','0'
'5101','24','1','9100011','0'
'5101','25','1','9100012','0'
'5101','26','1','9100013','0'
'5101','27','1','9100014','0'
'5101','28','1','9100015','0'
'5101','29','1','9100016','0'
'5101','30','1','9100017','0'
'5101','31','1','9100018','0'
'5101','32','1','9100019','0'
'5101','33','1','9100020','0'
'5101','34','1','70','0'
'5101','35','1','71','0'
'5101','36','1','9400000','0'
'5101','37','2','9400000','0'
'5101','38','1','9700000','0'
'5101','39','1','50700','0'
'5101','40','1','50701','0'
'5101','41','1','9000032','0'
'5101','42','1','9000033','0'
'5101','43','1','9000034','0'
'5101','44','1','9000035','0'
'5101','45','1','9000036','0'
'5101','46','1','9000037','0'
'5101','47','1','9000038','0'
'5101','48','1','9000039','0'
'5101','49','1','9000040','0'
'5101','50','1','9000041','0'
'5101','51','1','9000042','0'
'5101','52','1','9000043','0'
'5101','53','1','9000044','0'
'5101','54','1','9000045','0'
'5101','55','1','9000046','0'
'5101','56','1','9000047','0'
'5101','57','1','9000048','0'
'5101','58','1','9000049','0'
'5101','59','1','9000050','0'
'5101','60','1','9000051','0'
'5101','61','1','9000052','0'
'5101','62','1','9000053','0'
'5101','63','1','9000054','0'
'5101','64','1','9000055','0'
'5101','65','1','9000056','0'
'5101','66','1','9000057','0'
'5101','67','1','9000058','0'
'5101','68','1','9000059','0'
'5101','69','1','9000060','0'
'5101','70','1','9000061','0'
'5101','71','1','9000062','0'
'5101','72','1','9000063','0'
'5101','73','1','9700001','0'
'5101','74','1','72500','0'
'5101','75','1','72501','0'
'5101','76','1','72502','0'
'5101','77','1','725','0'
'5101','2020','1','2020','0'
'5101','2080','1','2080','0'
