'5101','1','192.168.0.44','192.168.0.44','0','IAMSPY','0',NULL
'5101','3','192.168.101.5','192.168.101.6','0','IAMSPY','0',NULL
'5101','7','192.168.101.47','192.168.101.47','2','IAMSPY','0',NULL
'5101','8','192.168.101.43','192.168.101.43','1','IAMSPY','0',NULL
