'5101','1','1','15',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'1'
'5101','2','0','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'2'
'5101','5','0','0',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'1001'
'5101','6','7','1440','2015-12-11','00:00:00','2036-12-31','00:00:00',NULL,NULL,NULL,'1002'
