'5101','1','192.168.77.77',NULL,NULL,NULL,'0','1','3','itu-92+','0','0',NULL,'0','5060',NULL,'1','0'
'5101','4','192.168.210.30',NULL,NULL,NULL,'0','13','0','itu-t92+','0','0','0','0','5060',NULL,NULL,'0'
'5101','8','192.168.100.99',NULL,NULL,NULL,'0','1','0','itu-t92+','0','3','0','0','5060',NULL,NULL,'0'
'5101','9','192.168.210.225',NULL,NULL,NULL,'0','1','0','itu-t92+','0','0','0','0','5060',NULL,NULL,'0'
