'5101','93',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'5101','94',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'5101','95',NULL,NULL,NULL,NULL,NULL,'09',NULL,NULL
'5101','96',NULL,NULL,NULL,NULL,NULL,'07',NULL,NULL
'5101','97',NULL,NULL,NULL,NULL,NULL,'10',NULL,NULL
'5101','98',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'5101','99',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'5101','100',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'5101','101',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'5101','102',NULL,NULL,NULL,NULL,NULL,'09',NULL,NULL
'5101','103',NULL,NULL,NULL,NULL,NULL,'07',NULL,NULL
'5101','104',NULL,NULL,NULL,NULL,NULL,'10',NULL,NULL
'5101','105',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'5101','106',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'5101','107',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'5101','108',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'5101','109',NULL,NULL,NULL,NULL,NULL,'09',NULL,NULL
'5101','110',NULL,NULL,NULL,NULL,NULL,'07',NULL,NULL
'5101','111',NULL,NULL,NULL,NULL,NULL,'10',NULL,NULL
'5101','112',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'5101','113',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
