'25400','1','Basic set','1','3','4','5','16','17','21','22','23','24','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'25400','2','Advanced set','1','3','4','5','16','17','21','22','23','24','27','30','31','37','28','46','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
