'25400','0','1','1','0','0','0'
'25400','0','1','2','0','0','0'
'25400','0','3','3','1','8','0'
'25400','0','4','4','1','10','0'
'25400','1','1','1','0','0','0'
'25400','1','1','2','0','0','0'
'25400','1','3','3','1','8','0'
'25400','1','4','4','1','11','0'
'25400','2','1','1','0','0','0'
'25400','2','1','2','1','3','0'
'25400','2','2','2','0','0','0'
'25400','2','3','3','1','8','0'
'25400','2','4','4','1','10','0'
'25400','3','1','1','0','0','0'
'25400','3','1','2','1','3','0'
'25400','3','2','2','0','0','0'
'25400','3','3','3','1','8','0'
'25400','3','4','4','1','11','0'
