'25400','1','-1','-1',NULL,'-1','5','5',NULL
'25400','1','0','2','X','4','5','5',NULL
'25400','1','4','2','X','4','5','5',NULL
'25400','2','-1','-1',NULL,'-1','5','5',NULL
'25400','3','-1','-1',NULL,'-1','5','5',NULL
'25400','3','0','4','X','4','5','5',NULL
'25400','3','4','4','X','4','5','5',NULL
'25400','4','-1','-1',NULL,'-1','6','6',NULL
'25400','4','0','1','X','4','6','6',NULL
'25400','4','4','1','X','4','6','6',NULL
'25400','18','-1','-1',NULL,'-1','2','2',NULL
'25400','18','0','2','X','2','2','2',NULL
'25400','18','4','2','X','2','2','2',NULL
'25400','19','-1','-1',NULL,'-1','2','2',NULL
'25400','19','0','3','X','2','2','2',NULL
'25400','19','4','3','X','2','2','2',NULL
'25400','20','-1','-1',NULL,'-1','11','11',NULL
'25400','20','0','4','X','2','11','11',NULL
'25400','20','4','4','X','2','11','11',NULL
'25400','21','-1','-1',NULL,'-1','2','2',NULL
'25400','21','0','2','X','4','2','2',NULL
'25400','21','4','2','X','4','2','2',NULL
'25400','22','-1','-1',NULL,'-1','2','2',NULL
'25400','22','0','3','X','4','2','2',NULL
'25400','22','4','3','X','4','2','2',NULL
'25400','23','-1','-1',NULL,'-1','2','2',NULL
'25400','23','0','4','X','4','2','2',NULL
'25400','23','4','4','X','4','2','2',NULL
'25400','24','-1','-1',NULL,'-1','3','3',NULL
'25400','25','-1','-1',NULL,'-1','3','3',NULL
'25400','26','-1','-1',NULL,'-1','3','3',NULL
