'25400','0','1','1','0','0','0'
'25400','0','2','1','1','1','0'
'25400','0','2','2','1','2','0'
'25400','0','3','3','1','4','0'
'25400','0','4','4','1','6','0'
'25400','1','1','1','0','0','0'
'25400','1','2','1','1','1','0'
'25400','1','2','2','1','2','0'
'25400','1','3','3','1','5','0'
'25400','1','4','4','1','6','0'
'25400','2','2','1','0','0','0'
'25400','2','3','3','1','4','0'
'25400','2','4','4','1','6','0'
'25400','3','2','1','0','0','0'
'25400','3','3','3','1','5','0'
'25400','3','4','4','1','6','0'
'25400','4','1','1','0','0','0'
'25400','4','3','3','1','4','0'
'25400','4','4','4','1','6','0'
'25400','5','1','1','0','0','0'
'25400','5','3','3','1','5','0'
'25400','5','4','4','1','6','0'
