'25400','1','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0'
'25400','2','5060','1','255.255.255.255','0','1','1000','4','5','32','32','32','32','32','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0'
'25400','3','5060','1','255.255.255.255','0','2','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','ASMI IAD','14','1','8',NULL,'1','-40','0','1','1800','90','1','2','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','4','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0'
'25400','4','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','10','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0'
'25400','5','5060','1','255.255.255.255','0','0','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','2',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0'
'25400','6','5060','1','255.255.255.255','0','0','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1',NULL,NULL,NULL,'1','-40','0','1','1800','90','1','0','4','100','3',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0'
