'25400','0','9','0','CFU','0','2','0','0','0','0'
'25400','1','9','1','CFU','0','0','0','0','0','0'
'25400','2','9','2','CFU','0','0','0','0','0','0'
'25400','3','9','3','CFU','0','2','0','0','0','0'
'25400','4','11','0','CFB','0','2','0','0','0','0'
'25400','5','11','1','CFB','0','0','0','0','0','0'
'25400','6','11','2','CFB','0','0','0','0','0','0'
'25400','7','11','3','CFB','0','2','0','0','0','0'
'25400','8','10','0','CFNR','0','2','0','0','0','0'
'25400','9','10','1','CFNR','0','0','0','0','0','0'
'25400','10','10','2','CFNR','0','0','0','0','0','0'
'25400','11','10','3','CFNR','0','2','0','0','0','0'
'25400','12','5','0','DND','8','0','0','0','0','0'
'25400','13','5','1','DND','8','0','0','0','0','0'
'25400','14','5','2','DND','8','0','0','0','0','0'
'25400','15','8','0','CAMPP','8','0','0','0','0','0'
'25400','16','8','1','CAMPP','8','0','0','0','0','0'
'25400','17','8','2','CAMPP','8','0','0','0','0','0'
'25400','18','21','0','CBSC','4','1','4','0','0','0'
'25400','19','21','1','CBSC','8','1','0','0','0','0'
'25400','20','21','2','CBSC','8','0','0','0','0','0'
'25400','21','14','0','HOTD','0','2','0','0','0','0'
'25400','22','14','1','HOTD','0','0','0','0','0','0'
'25400','23','14','2','HOTD','0','0','0','0','0','0'
'25400','24','14','3','HOTD','0','2','0','0','0','0'
'25400','25','37','0','ACSC','0','3','0','0','0','0'
'25400','26','37','1','ACSC','0','3','0','0','0','0'
'25400','27','37','5','ACSC','0','0','0','0','0','0'
'25400','28','37','2','ACSC','0','3','0','0','0','0'
'25400','29','37','4','ACSC','0','0','0','0','0','0'
'25400','30','27','0','ACSR','0','3','7','0','0','0'
'25400','31','27','1','ACSR','0','3','0','0','0','0'
'25400','32','27','5','ACSR','0','0','0','0','0','0'
'25400','33','27','2','ACSR','0','3','0','0','0','0'
'25400','34','27','4','ACSR','0','0','0','0','0','0'
'25400','35','29','1','CCBS','0','6','0','0','0','0'
'25400','36','29','2','CCBS','0','5','0','0','0','0'
'25400','37','28','0','CFUT','8','0','0','0','0','0'
'25400','38','28','1','CFUT','8','0','0','0','0','0'
'25400','39','28','2','CFUT','0','0','0','0','0','0'
'25400','40','28','3','CFUT','0','2','0','0','0','0'
'25400','41','33','0','CPUP','8','0','0','0','0','0'
'25400','42','33','1','CPUP','8','0','0','0','0','0'
'25400','43','33','2','CPUP','8','0','0','0','0','0'
'25400','44','38','6','KEY','0','1','1','0','0','0'
'25400','45','23','0','CW','8','0','0','0','0','0'
'25400','46','23','1','CW','8','0','0','0','0','0'
'25400','47','23','2','CW','8','0','0','0','0','0'
'25400','48','9','0','FLM','9','2','1','0','0','0'
'25400','49','9','1','FLM','9','2','1','0','0','0'
'25400','50','9','3','FLM','9','2','0','0','0','0'
'25400','51','43','0','ABDS','10','10','2','0','0','0'
'25400','52','43','1','ABDS','10','10','0','0','0','0'
'25400','53','43','2','ABDS','10','0','0','0','0','0'
'25400','54','43','8','ABDS','10','10','0','0','0','0'
'25400','55','43','8','ABDS','10','10','2','0','0','0'
'25400','58','47','0','CFXD','9','2','0','0','0','0'
'25400','59','47','1','CFXD','0','0','0','0','0','0'
'25400','60','47','2','CFXD','0','0','0','0','0','0'
'25400','61','73','0','ACSD','0','3','11','0','0','0'
'25400','62','73','1','ACSD','0','3','11','0','0','0'
'25400','63','73','5','ACSD','0','0','0','0','0','0'
'25400','64','73','2','ACSD','0','3','11','0','0','0'
'25400','65','73','4','ACSD','0','0','0','0','0','0'
'25400','66','50','0','MCE','0','24','0','0','0','0'
'25400','67','50','0','MCE','0','25','0','0','0','0'
'25400','68','50','1','MCE','0','0','0','0','0','0'
'25400','69','50','1','MCE','0','0','0','0','0','0'
'25400','70','62','5','DSS','0','0','0','0','0','0'
'25400','71','53','0','RSUP','8','1','0','0','0','0'
'25400','72','10','0','FNR','9','2','1','0','0','0'
'25400','73','10','1','FNR','9','2','1','0','0','0'
'25400','74','10','3','FNR','9','2','0','0','0','0'
'25400','75','59','0','VMCFU','0','0','0','0','0','0'
'25400','76','60','0','VMCFNR','0','0','0','0','0','0'
'25400','77','61','0','VMCFB','0','0','0','0','0','0'
'25400','78','65','0','SCFU','8','0','0','0','0','0'
'25400','79','65','1','SCFU','8','0','0','0','0','0'
'25400','80','65','2','SCFU','8','0','0','0','0','0'
'25400','81','66','0','SCFNR','8','0','0','0','0','0'
'25400','82','66','1','SCFNR','8','0','0','0','0','0'
'25400','83','66','2','SCFNR','8','0','0','0','0','0'
'25400','84','67','0','SCFB','8','0','0','0','0','0'
'25400','85','67','1','SCFB','8','0','0','0','0','0'
'25400','86','67','2','SCFB','8','0','0','0','0','0'
'25400','87','68','0','SCAR','8','0','0','0','0','0'
