'25400','1','node1.eth0','0','0','1','0','1','0','3'
'25400','2','node2.eth0','0','2','3','0','1','0','3'
'25400','3','Unit1/ CVJ5; OAM; 0','0','0','1','0','1','0','1'
'25400','4','Unit1/ CVJ6; OAM; 0','0','2','3','0','1','0','1'
'25400','5','Unit1/ CVJ1; VOIP; 21','0','0','1','0','1','0','2'
'25400','6','Unit1/ CVJ2; VOIP; 21','0','2','3','0','1','0','2'
