'25400','0','1','0'
'25400','1','0','0'
'25400','2','0','0'
'25400','3','0','0'
'25400','4','0','0'
'25400','5','0','0'
'25400','6','0','0'
'25400','7','0','0'
'25400','8','1','0'
'25400','9','0','0'
'25400','10','0','0'
'25400','11','0','0'
'25400','12','0','0'
'25400','13','0','0'
'25400','14','0','0'
'25400','15','0','0'
'25400','16','1','0'
'25400','17','0','0'
'25400','18','0','0'
'25400','19','0','0'
'25400','20','0','0'
'25400','21','0','0'
'25400','22','0','0'
'25400','23','0','0'
'25400','24','1','0'
'25400','25','0','0'
'25400','26','0','0'
'25400','27','0','0'
'25400','28','0','0'
'25400','29','0','0'
'25400','30','0','0'
'25400','31','0','0'
'25400','32','0','0'
'25400','33','0','0'
'25400','34','0','0'
'25400','35','0','0'
'25400','36','0','0'
'25400','37','0','0'
'25400','38','0','0'
'25400','39','0','0'
'25400','40','0','0'
'25400','41','0','0'
'25400','42','0','0'
'25400','43','0','0'
'25400','44','0','0'
'25400','45','0','0'
'25400','46','0','0'
'25400','47','0','0'
'25400','48','0','0'
'25400','49','0','0'
'25400','50','0','0'
'25400','51','0','0'
'25400','52','0','0'
'25400','53','0','0'
'25400','54','0','0'
'25400','55','0','0'
'25400','56','0','0'
'25400','57','0','0'
'25400','58','0','0'
'25400','59','0','0'
'25400','60','0','0'
'25400','61','0','0'
'25400','62','0','0'
'25400','63','0','0'
