'25400','0','0','10.168.243.241',NULL,NULL,NULL,'0','6','0','0','0','8672259999',NULL,'1','259999','0','1','26','1','0','0',NULL,'5060','0',NULL,'0',NULL,'1',NULL,NULL,'0','0','200','0','0'
'25400','0','1','',NULL,NULL,NULL,'0','6','0','0','0','8672259998aaa',NULL,'1','259998aaa','0','1','26','1','0','0',NULL,'5060','0',NULL,'0',NULL,'1',NULL,NULL,'0','0','200','0','0'
'25400','0','2',NULL,NULL,NULL,NULL,'0','6','0','0','0','8672259998ee',NULL,'1','259998ee','0','1','26','1','0','0',NULL,'5060','0',NULL,'0',NULL,'1',NULL,NULL,'0','0','200','0','0'
'25400','0','3',NULL,NULL,NULL,NULL,'0','6','0','0','0','8672259998zzz',NULL,'1','259998zzz','0','1','26','1','0','0',NULL,'5060','0',NULL,'0',NULL,'1',NULL,NULL,'0','0','200','0','0'
'25400','0','4','10.168.243.240',NULL,NULL,NULL,'0','6','0','0','0','8672259998',NULL,'1','259998','0','1','26','1','0','0',NULL,'5060','0',NULL,'0',NULL,'1',NULL,NULL,'0','0','200','0','0'
