'25400','1',NULL,'5','72','1','0','UTA6085AA','UTA6085AA040','Z13090055G','CVJ_L','0','0','1','1'
'25400','2',NULL,'6','72','1','0','UTA6085AA','UTA6085AA040','Z13090056G','CVJ_R','0','0','2','1'
