'25400','1','file:///vxml/ru_RU/Animation/music_endless.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2','file:///vxml/ru_RU/Animation/test_DTMF.vxml','5','0','0','1','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3','file:///vxml/ru_RU/Animation/test_transfer.vxml','5','0','0','1','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','4','file:///vxml/ru_RU/Animation/test_record.vxml','5','0','0','1','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','5','file:///vxml/ru_RU/Animation/test_ASR.vxml','5','0','0','1','1','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','6','file:///vxml/ru_RU/Animation/test_http.vxml','5','0','0','1','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','7','file:///vxml/ru_RU/Animation/date_time_s.vxml','5','0','0','1','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','8','file:///vxml/ru_RU/Animation/time_s.vxml','5','0','0','1','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','9','http://IP_address_of_http_server/music_endless.vxml','5','0','0','1','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','10','file:///vxml/ru_RU/Animation/ani.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','11','file:///vxml/sl_SL/Animation/ani.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','12','file:///vxml/en_US/Animation/ani.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1003','file:///vxml/ru_RU/Indication/DIAL.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1004','file:///vxml/en_US/Indication/DIAL.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1103','file:///vxml/ru_RU/Indication/SPC_DIAL.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1104','file:///vxml/en_US/Indication/SPC_DIAL.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1203','file:///vxml/ru_RU/Indication/RING.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1204','file:///vxml/en_US/Indication/RING.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1303','file:///vxml/ru_RU/Indication/BUSY.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','0'
'25400','1304','file:///vxml/en_US/Indication/BUSY.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1403','file:///vxml/ru_RU/Indication/BLOCK.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1404','file:///vxml/en_US/Indication/BLOCK.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1503','file:///vxml/ru_RU/Indication/SIT.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1504','file:///vxml/en_US/Indication/SIT.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1603','file:///vxml/ru_RU/Indication/CW.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1604','file:///vxml/en_US/Indication/CW.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1903','file:///vxml/ru_RU/Indication/CONF.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','1904','file:///vxml/en_US/Indication/CONF.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2003','file:///vxml/ru_RU/Indication/DND.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2004','file:///vxml/en_US/Indication/DND.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2203','file:///vxml/ru_RU/Indication/ACS.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2204','file:///vxml/en_US/Indication/ACS.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2403','file:///vxml/ru_RU/Indication/EXEC.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2404','file:///vxml/en_US/Indication/EXEC.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2503','file:///vxml/ru_RU/Indication/DENY.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2504','file:///vxml/en_US/Indication/DENY.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2803','file:///vxml/ru_RU/Indication/SHORT_INFO.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2804','file:///vxml/en_US/Indication/SHORT_INFO.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2903','file:///vxml/ru_RU/Indication/PAID_TIME_EXP.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','2904','file:///vxml/en_US/Indication/PAID_TIME_EXP.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3003','file:///vxml/ru_RU/Indication/WRONG_NR.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','0'
'25400','3004','file:///vxml/en_US/Indication/WRONG_NR.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3103','file:///vxml/ru_RU/Indication/CTX_DIAL.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3104','file:///vxml/en_US/Indication/CTX_DIAL.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3403','file:///vxml/ru_RU/Indication/GENERALWELCOME.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3404','file:///vxml/en_US/Indication/GENERALWELCOME.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3503','file:///vxml/ru_RU/Indication/WELCOME.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3504','file:///vxml/en_US/Indication/WELCOME.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3603','file:///vxml/ru_RU/Indication/DIALPIN.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3604','file:///vxml/en_US/Indication/DIALPIN.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3703','file:///vxml/ru_RU/Indication/WRONGPIN.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3704','file:///vxml/en_US/Indication/WRONGPIN.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3803','file:///vxml/ru_RU/Indication/OVERFLOWPINATT.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3804','file:///vxml/en_US/Indication/OVERFLOWPINATT.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3903','file:///vxml/ru_RU/Indication/DIALRMT.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','3904','file:///vxml/en_US/Indication/DIALRMT.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','4003','file:///vxml/ru_RU/Indication/OVERFLOWCALLATT.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
'25400','4004','file:///vxml/en_US/Indication/OVERFLOWCALLATT.vxml','1','0','0','0','0','0','5',NULL,NULL,NULL,NULL,NULL,'1','0','0','0','0','1','1'
