'14609','10','3','1',NULL,NULL,'1003'
'14609','10','4','1',NULL,NULL,'1004'
'14609','11','3','1',NULL,NULL,'1103'
'14609','11','4','1',NULL,NULL,'1104'
'14609','12','3','1',NULL,NULL,'1203'
'14609','12','4','1',NULL,NULL,'1204'
'14609','13','3','1',NULL,NULL,'1303'
'14609','13','4','1',NULL,NULL,'1304'
'14609','14','3','1',NULL,NULL,'1403'
'14609','14','4','1',NULL,NULL,'1404'
'14609','15','3','1',NULL,NULL,'1503'
'14609','15','4','1',NULL,NULL,'1504'
'14609','16','3','1',NULL,NULL,'1603'
'14609','16','4','1',NULL,NULL,'1604'
'14609','19','3','1',NULL,NULL,'1903'
'14609','19','4','1',NULL,NULL,'1904'
'14609','20','3','1',NULL,NULL,'2003'
'14609','20','4','1',NULL,NULL,'2004'
'14609','22','3','1',NULL,NULL,'2203'
'14609','22','4','1',NULL,NULL,'2204'
'14609','24','3','1',NULL,NULL,'2403'
'14609','24','4','1',NULL,NULL,'2404'
'14609','25','3','1',NULL,NULL,'2503'
'14609','25','4','1',NULL,NULL,'2504'
'14609','28','3','1',NULL,NULL,'2803'
'14609','28','4','1',NULL,NULL,'2804'
'14609','29','3','1',NULL,NULL,'2903'
'14609','29','4','1',NULL,NULL,'2904'
'14609','30','3','1',NULL,NULL,'3003'
'14609','30','4','1',NULL,NULL,'3004'
'14609','31','3','1',NULL,NULL,'3103'
'14609','31','4','1',NULL,NULL,'3104'
'14609','34','3','1',NULL,NULL,'3403'
'14609','34','4','1',NULL,NULL,'3404'
'14609','35','3','1',NULL,NULL,'3503'
'14609','35','4','1',NULL,NULL,'3504'
'14609','36','3','1',NULL,NULL,'3603'
'14609','36','4','1',NULL,NULL,'3604'
'14609','37','3','1',NULL,NULL,'3703'
'14609','37','4','1',NULL,NULL,'3704'
'14609','38','3','1',NULL,NULL,'3803'
'14609','38','4','1',NULL,NULL,'3804'
'14609','39','3','1',NULL,NULL,'3903'
'14609','39','4','1',NULL,NULL,'3904'
'14609','40','3','1',NULL,NULL,'4003'
'14609','40','4','1',NULL,NULL,'4004'
'14609','41','3','1',NULL,NULL,'4103'
'14609','41','4','1',NULL,NULL,'4104'
'14609','43','3','1',NULL,NULL,'4303'
'14609','43','4','1',NULL,NULL,'4304'
'14609','44','3','1',NULL,NULL,'4403'
'14609','44','4','1',NULL,NULL,'4404'
'14609','45','3','1',NULL,NULL,'4503'
'14609','45','4','1',NULL,NULL,'4504'
'14609','46','3','1',NULL,NULL,'4603'
'14609','46','4','1',NULL,NULL,'4604'
'14609','47','3','1',NULL,NULL,'4703'
'14609','47','4','1',NULL,NULL,'4704'
'14609','48','3','1',NULL,NULL,'4803'
'14609','48','4','1',NULL,NULL,'4804'
'14609','49','3','1',NULL,NULL,'4903'
'14609','49','4','1',NULL,NULL,'4904'
'14609','50','3','1',NULL,NULL,'5003'
'14609','50','4','1',NULL,NULL,'5004'
'14609','51','3','1',NULL,NULL,'5103'
'14609','51','4','1',NULL,NULL,'5104'
'14609','52','3','1',NULL,NULL,'5203'
'14609','52','4','1',NULL,NULL,'5204'
'14609','53','3','1',NULL,NULL,'5303'
'14609','53','4','1',NULL,NULL,'5304'
'14609','54','3','1',NULL,NULL,'5403'
'14609','54','4','1',NULL,NULL,'5404'
'14609','55','3','1',NULL,NULL,'5503'
'14609','55','4','1',NULL,NULL,'5504'
'14609','56','3','1',NULL,NULL,'5603'
'14609','56','4','1',NULL,NULL,'5604'
'14609','57','3','1',NULL,NULL,'5703'
'14609','57','4','1',NULL,NULL,'5704'
'14609','58','3','1',NULL,NULL,'5803'
'14609','58','4','1',NULL,NULL,'5804'
'14609','59','3','1',NULL,NULL,'5903'
'14609','59','4','1',NULL,NULL,'5904'
'14609','60','3','1',NULL,NULL,'6003'
'14609','60','4','1',NULL,NULL,'6004'
'14609','61','3','1',NULL,NULL,'6103'
'14609','61','4','1',NULL,NULL,'6104'
'14609','62','3','1',NULL,NULL,'6203'
'14609','62','4','1',NULL,NULL,'6204'
'14609','63','3','1',NULL,NULL,'6303'
'14609','63','4','1',NULL,NULL,'6304'
'14609','64','3','1',NULL,NULL,'6403'
'14609','64','4','1',NULL,NULL,'6404'
'14609','65','3','1',NULL,NULL,'6503'
'14609','65','4','1',NULL,NULL,'6504'
'14609','66','3','1',NULL,NULL,'6603'
'14609','66','4','1',NULL,NULL,'6604'
'14609','67','3','1',NULL,NULL,'6703'
'14609','67','4','1',NULL,NULL,'6704'
'14609','68','3','1',NULL,NULL,'6803'
'14609','68','4','1',NULL,NULL,'6804'
'14609','69','3','1',NULL,NULL,'6903'
'14609','69','4','1',NULL,NULL,'6904'
'14609','72','3','1',NULL,NULL,'7203'
'14609','72','4','1',NULL,NULL,'7204'
'14609','73','3','1',NULL,NULL,'7303'
'14609','73','4','1',NULL,NULL,'7304'
'14609','74','3','1',NULL,NULL,'7403'
'14609','74','4','1',NULL,NULL,'7404'
'14609','75','3','1',NULL,NULL,'7503'
'14609','75','4','1',NULL,NULL,'7504'
'14609','76','3','1',NULL,NULL,'7603'
'14609','76','4','1',NULL,NULL,'7604'
'14609','77','3','1',NULL,NULL,'7703'
'14609','77','4','1',NULL,NULL,'7704'
'14609','78','3','1',NULL,NULL,'7803'
'14609','78','4','1',NULL,NULL,'7804'
'14609','79','3','1',NULL,NULL,'7903'
'14609','79','4','1',NULL,NULL,'7904'
'14609','80','3','1',NULL,NULL,'8003'
'14609','80','4','1',NULL,NULL,'8004'
'14609','81','3','1',NULL,NULL,'8103'
'14609','81','4','1',NULL,NULL,'8104'
'14609','83','3','1',NULL,NULL,'8303'
'14609','83','4','1',NULL,NULL,'8304'
'14609','84','3','1',NULL,NULL,'8403'
'14609','84','4','1',NULL,NULL,'8404'
'14609','85','3','1',NULL,NULL,'8503'
'14609','85','4','1',NULL,NULL,'8504'
'14609','86','3','1',NULL,NULL,'8603'
'14609','86','4','1',NULL,NULL,'8604'
'14609','89','3','1',NULL,NULL,'8903'
'14609','89','4','1',NULL,NULL,'8904'
'14609','90','3','1',NULL,NULL,'9003'
'14609','90','4','1',NULL,NULL,'9004'
'14609','91','3','1',NULL,NULL,'9103'
'14609','91','4','1',NULL,NULL,'9104'
'14609','92','3','1',NULL,NULL,'9203'
'14609','92','4','1',NULL,NULL,'9204'
'14609','93','3','1',NULL,NULL,'9303'
'14609','93','4','1',NULL,NULL,'9304'
'14609','94','3','1',NULL,NULL,'9403'
'14609','94','4','1',NULL,NULL,'9404'
'14609','97','3','1',NULL,NULL,'9703'
'14609','97','4','1',NULL,NULL,'9704'
'14609','98','3','1',NULL,NULL,'9803'
'14609','98','4','1',NULL,NULL,'9804'
'14609','99','3','1',NULL,NULL,'9903'
'14609','99','4','1',NULL,NULL,'9904'
'14609','101','3','1',NULL,NULL,'10103'
'14609','101','4','1',NULL,NULL,'10104'
'14609','102','3','1',NULL,NULL,'10203'
'14609','102','4','1',NULL,NULL,'10204'
'14609','103','3','1',NULL,NULL,'10303'
'14609','103','4','1',NULL,NULL,'10304'
'14609','104','3','1',NULL,NULL,'10403'
'14609','104','4','1',NULL,NULL,'10404'
'14609','105','3','1',NULL,NULL,'10503'
'14609','105','4','1',NULL,NULL,'10504'
'14609','106','3','1',NULL,NULL,'10603'
'14609','106','4','1',NULL,NULL,'10604'
'14609','107','3','1',NULL,NULL,'10703'
'14609','107','4','1',NULL,NULL,'10704'
'14609','108','3','1',NULL,NULL,'10803'
'14609','108','4','1',NULL,NULL,'10804'
'14609','109','3','1',NULL,NULL,'10903'
'14609','109','4','1',NULL,NULL,'10904'
'14609','110','3','1',NULL,NULL,'11003'
'14609','110','4','1',NULL,NULL,'11004'
'14609','111','3','1',NULL,NULL,'11103'
'14609','111','4','1',NULL,NULL,'11104'
'14609','112','3','1',NULL,NULL,'11203'
'14609','112','4','1',NULL,NULL,'11204'
'14609','115','3','1',NULL,NULL,'11503'
'14609','115','4','1',NULL,NULL,'11504'
'14609','116','3','1',NULL,NULL,'11603'
'14609','116','4','1',NULL,NULL,'11604'
'14609','119','3','1',NULL,NULL,'11903'
'14609','119','4','1',NULL,NULL,'11904'
'14609','120','3','1',NULL,NULL,'12003'
'14609','120','4','1',NULL,NULL,'12004'
'14609','121','3','1',NULL,NULL,'12103'
'14609','121','4','1',NULL,NULL,'12104'
'14609','122','3','1',NULL,NULL,'12203'
'14609','122','4','1',NULL,NULL,'12204'
'14609','123','3','1',NULL,NULL,'12303'
'14609','123','4','1',NULL,NULL,'12304'
'14609','124','3','1',NULL,NULL,'12403'
'14609','124','4','1',NULL,NULL,'12404'
'14609','125','3','1',NULL,NULL,'12503'
'14609','125','4','1',NULL,NULL,'12504'
'14609','126','3','1',NULL,NULL,'12603'
'14609','126','4','1',NULL,NULL,'12604'
'14609','127','3','1',NULL,NULL,'12703'
'14609','127','4','1',NULL,NULL,'12704'
'14609','128','3','1',NULL,NULL,'12803'
'14609','128','4','1',NULL,NULL,'12804'
'14609','129','3','1',NULL,NULL,'12903'
'14609','129','4','1',NULL,NULL,'12904'
'14609','130','3','1',NULL,NULL,'13003'
'14609','130','4','1',NULL,NULL,'13004'
'14609','131','3','1',NULL,NULL,'13103'
'14609','131','4','1',NULL,NULL,'13104'
'14609','132','3','1',NULL,NULL,'13203'
'14609','132','4','1',NULL,NULL,'13204'
'14609','133','3','1',NULL,NULL,'13303'
'14609','133','4','1',NULL,NULL,'13304'
'14609','134','3','1',NULL,NULL,'13403'
'14609','134','4','1',NULL,NULL,'13404'
'14609','135','3','1',NULL,NULL,'13503'
'14609','135','4','1',NULL,NULL,'13504'
'14609','136','3','1',NULL,NULL,'13603'
'14609','136','4','1',NULL,NULL,'13604'
'14609','137','3','1',NULL,NULL,'13703'
'14609','137','4','1',NULL,NULL,'13704'
'14609','138','3','1',NULL,NULL,'13803'
'14609','138','4','1',NULL,NULL,'13804'
'14609','139','3','1',NULL,NULL,'13903'
'14609','139','4','1',NULL,NULL,'13904'
'14609','140','3','1',NULL,NULL,'14003'
'14609','140','4','1',NULL,NULL,'14004'
'14609','141','3','1',NULL,NULL,'14103'
'14609','141','4','1',NULL,NULL,'14104'
'14609','142','3','1',NULL,NULL,'14203'
'14609','142','4','1',NULL,NULL,'14204'
'14609','143','3','1',NULL,NULL,'14303'
'14609','143','4','1',NULL,NULL,'14304'
'14609','144','3','1',NULL,NULL,'14403'
'14609','144','4','1',NULL,NULL,'14404'
'14609','145','3','1',NULL,NULL,'14503'
'14609','145','4','1',NULL,NULL,'14504'
'14609','146','3','1',NULL,NULL,'14603'
'14609','146','4','1',NULL,NULL,'14604'
'14609','147','3','1',NULL,NULL,'14703'
'14609','147','4','1',NULL,NULL,'14704'
'14609','149','3','1',NULL,NULL,'14903'
'14609','149','4','1',NULL,NULL,'14904'
'14609','155','3','1',NULL,NULL,'15503'
'14609','155','4','1',NULL,NULL,'15504'
'14609','160','3','1',NULL,NULL,'16003'
'14609','160','4','1',NULL,NULL,'16004'
'14609','161','3','1',NULL,NULL,'16103'
'14609','161','4','1',NULL,NULL,'16104'
'14609','162','3','1',NULL,NULL,'16203'
'14609','162','4','1',NULL,NULL,'16204'
'14609','163','3','1',NULL,NULL,'16303'
'14609','163','4','1',NULL,NULL,'16304'
'14609','164','3','1',NULL,NULL,'16403'
'14609','164','4','1',NULL,NULL,'16404'
'14609','165','3','1',NULL,NULL,'16503'
'14609','165','4','1',NULL,NULL,'16504'
'14609','166','3','1',NULL,NULL,'16603'
'14609','166','4','1',NULL,NULL,'16604'
