'14609','30','4','-1','......','4','3','3',NULL
'14609','31','-1','-1',NULL,'-1','10','10',NULL
'14609','31','0','-1','..','1','10','10',NULL
'14609','31','2','-1','..','1','10','10',NULL
'14609','31','4','-1','..','1','10','10',NULL
'14609','32','-1','-1',NULL,'-1','10','10',NULL
'14609','33','-1','-1',NULL,'-1','10','10',NULL
'14609','33','0','-1','.','4','10','10',NULL
'14609','33','4','-1','.','4','10','10',NULL
'14609','34','-1','-1',NULL,'-1','5','5',NULL
'14609','34','0','-1','+736562','4','5','5',NULL
'14609','34','4','-1','+736562','4','5','5',NULL
'14609','35','-1','-1',NULL,'-1','5','5',NULL
'14609','35','0','-1','X','4','5','5',NULL
'14609','35','4','-1','X','4','5','5',NULL
'14609','59','-1','-1',NULL,'-1','6','6',NULL
'14609','59','0','-1','+3652','2','6','6',NULL
'14609','59','4','-1','+3652','2','6','6',NULL
'14609','84','-1','-1',NULL,'-1','6','6',NULL
'14609','84','0','-1','.+7','4','6','6',NULL
'14609','84','4','-1','.+7','4','6','6',NULL
'14609','86','-1','-1',NULL,'-1','6','6',NULL
'14609','86','0','-1','.','2','6','6',NULL
'14609','86','2','-1','.','2','6','6',NULL
'14609','86','4','-1','.','2','6','6',NULL
'14609','88','-1','-1',NULL,'-1','10','10',NULL
'14609','88','4','-1','....','1','10','10',NULL
'14609','89','-1','-1',NULL,'-1','10','10',NULL
'14609','89','4','-1','....','2','10','10',NULL
'14609','99','-1','-1',NULL,'-1','11','11',NULL
'14609','99','0','-1','.','4','11','11',NULL
'14609','99','4','-1','.','4','11','11',NULL
'14609','100','-1','-1',NULL,'-1','6','11',NULL
'14609','101','-1','-1',NULL,'-1','6','6',NULL
'14609','102','-1','-1',NULL,'-1','6','6',NULL
'14609','103','-1','-1',NULL,'-1','6','6',NULL
'14609','103','0','-1','.','2','6','6',NULL
'14609','103','4','-1','.','2','6','6',NULL
'14609','104','-1','-1',NULL,'-1','6','6',NULL
'14609','105','-1','-1',NULL,'-1','6','6',NULL
'14609','106','-1','-1',NULL,'-1','10','10',NULL
'14609','106','0','-1','X','4','10','10',NULL
'14609','106','4','-1','X','4','10','10',NULL
'14609','107','-1','-1',NULL,'-1','11','11',NULL
'14609','107','0','-1','...','1','11','11',NULL
'14609','107','1','-1','...','1','11','11',NULL
'14609','107','2','-1','...','1','11','11',NULL
'14609','107','4','-1','...','1','11','11',NULL
'14609','108','-1','-1',NULL,'-1','11','11',NULL
'14609','108','0','-1','X','4','11','11',NULL
'14609','108','4','-1','X','4','11','11',NULL
'14609','109','-1','-1',NULL,'-1','11','11',NULL
'14609','109','0','-1','..','4','11','11',NULL
'14609','109','4','-1','..','4','11','11',NULL
'14609','110','-1','-1',NULL,'-1','6','6',NULL
'14609','111','-1','-1',NULL,'-1','6','6',NULL
'14609','111','0','-1','+3652','2','6','6',NULL
'14609','111','2','-1','+3652','2','6','6',NULL
'14609','111','4','-1','+3652','2','6','6',NULL
'14609','112','-1','-1',NULL,'-1','5','5',NULL
'14609','112','0','-1','+36561','2','5','5',NULL
'14609','112','2','-1','+36561','2','5','5',NULL
'14609','112','4','-1','+36561','2','5','5',NULL
'14609','113','-1','-1',NULL,'-1','6','6',NULL
'14609','113','0','-1','+3654','2','6','6',NULL
'14609','113','2','-1','+3654','2','6','6',NULL
'14609','113','4','-1','+3654','2','6','6',NULL
'14609','114','-1','-1',NULL,'-1','10','10',NULL
'14609','114','0','-1','.','2','10','10',NULL
'14609','114','2','-1','.','2','10','10',NULL
'14609','114','4','-1','.','2','10','10',NULL
'14609','116','-1','-1',NULL,'-1','10','10',NULL
'14609','116','0','-1','.+7','4','10','10',NULL
'14609','116','4','-1','.+7','4','10','10',NULL
'14609','117','-1','-1',NULL,'-1','10','10',NULL
'14609','117','0','-1','..','4','10','10',NULL
'14609','117','4','-1','..','4','10','10',NULL
'14609','118','-1','-1',NULL,'-1','6','6',NULL
'14609','119','-1','-1',NULL,'-1','6','6',NULL
'14609','119','0','-1','+73652','2','6','6',NULL
'14609','119','4','1','+73652','-1','6','6',NULL
'14609','120','-1','-1',NULL,'-1','5','5',NULL
'14609','120','0','-1','+736561','2','5','5',NULL
'14609','120','4','6','+736561','-1','5','5',NULL
'14609','121','-1','-1',NULL,'-1','5','5',NULL
'14609','121','0','-1','+736563','2','5','5',NULL
'14609','121','4','-1','+736563','-1','5','5',NULL
'14609','122','-1','-1',NULL,'-1','5','5',NULL
'14609','122','0','-1','+736562','2','5','5',NULL
'14609','122','4','-1','+736562','-1','5','5',NULL
'14609','123','-1','-1',NULL,'-1','5','5',NULL
'14609','123','0','-1','+736566','2','5','5',NULL
'14609','123','4','-1','+736566','-1','5','5',NULL
'14609','124','-1','-1',NULL,'-1','5','5',NULL
'14609','124','0','-1','+736554','2','5','5',NULL
'14609','124','4','-1','+736554','-1','5','5',NULL
'14609','125','-1','-1',NULL,'-1','5','5',NULL
'14609','125','0','-1','+736556','2','5','5',NULL
'14609','125','4','-1','+736556','-1','5','5',NULL
'14609','126','-1','-1',NULL,'-1','5','5',NULL
'14609','126','0','-1','+736555','2','5','5',NULL
'14609','126','4','-1','+736555','-1','5','5',NULL
'14609','127','-1','-1',NULL,'-1','5','5',NULL
'14609','127','0','-1','+736557','2','5','5',NULL
'14609','127','4','-1','+736557','-1','5','5',NULL
'14609','128','-1','-1',NULL,'-1','6','6',NULL
'14609','128','0','-1','+73654','2','6','6',NULL
'14609','128','4','-1','+73654','-1','6','6',NULL
'14609','129','-1','-1',NULL,'-1','5','5',NULL
'14609','129','0','-1','+736553','2','5','5',NULL
'14609','129','4','-1','+736553','-1','5','5',NULL
'14609','130','-1','-1',NULL,'-1','5','5',NULL
'14609','130','0','-1','+736552','2','5','5',NULL
'14609','130','4','-1','+736552','-1','5','5',NULL
'14609','131','-1','-1',NULL,'-1','5','5',NULL
'14609','131','0','-1','+736550','2','5','5',NULL
'14609','131','4','-1','+736550','-1','5','5',NULL
'14609','132','-1','-1',NULL,'-1','5','5',NULL
'14609','132','0','-1','+736559','2','5','5',NULL
'14609','132','4','-1','+736559','-1','5','5',NULL
'14609','133','-1','-1',NULL,'-1','5','5',NULL
'14609','133','0','-1','+736551','2','5','5',NULL
'14609','133','4','-1','+736551','-1','5','5',NULL
'14609','134','-1','-1',NULL,'-1','5','5',NULL
'14609','134','0','-1','+736565','2','5','5',NULL
'14609','134','4','-1','+736565','-1','5','5',NULL
'14609','135','-1','-1',NULL,'-1','5','5',NULL
'14609','135','0','-1','+736569','2','5','5',NULL
'14609','135','4','-1','+736569','-1','5','5',NULL
'14609','136','-1','-1',NULL,'-1','5','5',NULL
'14609','136','0','-1','+736564','2','5','5',NULL
'14609','136','4','-1','+736564','-1','5','5',NULL
'14609','137','-1','-1',NULL,'-1','5','5',NULL
'14609','137','0','-1','+736560','2','5','5',NULL
'14609','137','4','-1','+736560','-1','5','5',NULL
'14609','138','-1','-1',NULL,'-1','5','5',NULL
'14609','138','0','-1','+736558','2','5','5',NULL
'14609','138','4','-1','+736558','-1','5','5',NULL
'14609','139','-1','-1',NULL,'-1','5','5',NULL
'14609','139','0','-1','+736567','2','5','5',NULL
'14609','139','4','-1','+736567','-1','5','5',NULL
'14609','140','-1','-1',NULL,'-1','6','6',NULL
'14609','140','0','-1','.+7','2','6','6',NULL
'14609','140','4','-1','.+7','-1','6','6',NULL
'14609','141','-1','-1',NULL,'-1','6','6',NULL
'14609','141','0','-1','+73652','2','6','6',NULL
'14609','141','4','1','+73652','-1','6','6',NULL
'14609','142','-1','-1',NULL,'-1','6','6',NULL
'14609','142','0','-1','+73652','2','6','6',NULL
'14609','142','4','1','+73652','-1','6','6',NULL
'14609','143','-1','-1',NULL,'-1','5','5',NULL
'14609','143','0','-1','+736561','2','5','5',NULL
'14609','143','4','6','+736561','-1','5','5',NULL
'14609','144','-1','-1',NULL,'-1','6','6',NULL
'14609','144','0','-1','X','4','6','6',NULL
'14609','144','4','-1','X','4','6','6',NULL
'14609','145','-1','-1',NULL,'-1','6','6',NULL
'14609','145','0','-1','+3652','2','6','6',NULL
'14609','145','4','-1','+3652','2','6','6',NULL
'14609','146','-1','-1',NULL,'-1','5','5',NULL
'14609','146','0','-1','+36552','2','5','5',NULL
'14609','146','4','-1','+36552','2','5','5',NULL
'14609','147','-1','-1',NULL,'-1','5','5',NULL
'14609','147','0','-1','+36569','2','5','5',NULL
'14609','147','4','-1','+36569','2','5','5',NULL
'14609','148','-1','-1',NULL,'-1','5','5',NULL
'14609','148','0','-1','+36566','2','5','5',NULL
'14609','148','4','-1','+36566','2','5','5',NULL
'14609','149','-1','-1',NULL,'-1','5','5',NULL
'14609','149','0','-1','+36551','2','5','5',NULL
'14609','149','4','-1','+36551','2','5','5',NULL
'14609','150','-1','-1',NULL,'-1','5','5',NULL
'14609','150','0','-1','+36558','2','5','5',NULL
'14609','150','4','-1','+36558','2','5','5',NULL
'14609','151','-1','-1',NULL,'-1','5','5',NULL
'14609','151','0','-1','+36556','2','5','5',NULL
'14609','151','4','-1','+36556','2','5','5',NULL
'14609','152','-1','-1',NULL,'-1','5','5',NULL
'14609','152','0','-1','+36553','2','5','5',NULL
'14609','152','4','-1','+36553','2','5','5',NULL
'14609','153','-1','-1',NULL,'-1','5','5',NULL
'14609','153','0','-1','+36567','2','5','5',NULL
'14609','153','4','-1','+36567','2','5','5',NULL
'14609','154','-1','-1',NULL,'-1','5','5',NULL
'14609','154','0','-1','+36561','2','5','5',NULL
'14609','154','4','-1','+36561','2','5','5',NULL
'14609','155','-1','-1',NULL,'-1','5','5',NULL
'14609','155','0','-1','+36562','2','5','5',NULL
'14609','155','4','-1','+36562','2','5','5',NULL
'14609','156','-1','-1',NULL,'-1','5','5',NULL
'14609','156','0','-1','+36564','2','5','5',NULL
'14609','156','4','-1','+36564','2','5','5',NULL
'14609','157','-1','-1',NULL,'-1','5','5',NULL
'14609','157','0','-1','+36563','2','5','5',NULL
'14609','157','4','-1','+36563','2','5','5',NULL
'14609','158','-1','-1',NULL,'-1','5','5',NULL
'14609','158','0','-1','+36560','2','5','5',NULL
'14609','158','4','-1','+36560','2','5','5',NULL
'14609','159','-1','-1',NULL,'-1','5','5',NULL
'14609','159','0','-1','+36554','2','5','5',NULL
'14609','159','4','-1','+36554','2','5','5',NULL
'14609','160','-1','-1',NULL,'-1','5','5',NULL
'14609','160','0','-1','+36550','2','5','5',NULL
'14609','160','4','-1','+36550','2','5','5',NULL
'14609','161','-1','-1',NULL,'-1','5','5',NULL
'14609','161','0','-1','+36555','2','5','5',NULL
'14609','161','4','-1','+36555','2','5','5',NULL
'14609','162','-1','-1',NULL,'-1','5','5',NULL
'14609','162','0','-1','+36557','2','5','5',NULL
'14609','162','4','-1','+36557','2','5','5',NULL
'14609','163','-1','-1',NULL,'-1','5','5',NULL
'14609','163','0','-1','+36565','2','5','5',NULL
'14609','163','4','-1','+36565','2','5','5',NULL
'14609','164','-1','-1',NULL,'-1','6','6',NULL
'14609','164','0','-1','+3654','2','6','6',NULL
'14609','164','4','-1','+3654','2','6','6',NULL
'14609','165','-1','-1',NULL,'-1','5','5',NULL
'14609','165','0','-1','+36559','2','5','5',NULL
'14609','165','4','-1','+36559','2','5','5',NULL
'14609','166','-1','-1',NULL,'-1','6','6',NULL
'14609','166','0','-1','+3652','2','6','6',NULL
'14609','166','4','-1','+3652','2','6','6',NULL
'14609','167','-1','-1',NULL,'-1','5','5',NULL
'14609','167','0','-1','+36562','2','5','5',NULL
'14609','167','4','-1','+36562','2','5','5',NULL
'14609','168','-1','-1',NULL,'-1','5','5',NULL
'14609','168','0','-1','+36569','2','5','5',NULL
'14609','168','4','-1','+36569','2','5','5',NULL
'14609','169','-1','-1',NULL,'-1','6','6',NULL
'14609','169','0','-1','.+7','4','6','6',NULL
'14609','169','4','-1','.+7','4','6','6',NULL
'14609','170','-1','-1',NULL,'-1','6','6',NULL
'14609','170','0','-1','+73652','4','6','6',NULL
'14609','170','4','-1','+73652','4','6','6',NULL
'14609','171','-1','-1',NULL,'-1','6','6',NULL
'14609','171','0','-1','+73652','2','6','6',NULL
'14609','171','4','-1','+73652','2','6','6',NULL
'14609','172','-1','-1',NULL,'-1','6','6',NULL
'14609','172','0','-1','+73652','4','6','6',NULL
'14609','172','4','-1','+73652','4','6','6',NULL
'14609','173','-1','-1',NULL,'-1','6','6',NULL
'14609','173','0','-1','+73654','4','6','6',NULL
'14609','173','4','-1','+73654','4','6','6',NULL
'14609','174','-1','-1',NULL,'-1','6','6',NULL
'14609','174','0','-1','X','4','6','6',NULL
'14609','174','4','-1','X','4','6','6',NULL
'14609','175','-1','-1',NULL,'-1','5','5',NULL
'14609','175','0','-1','+736561','2','5','5',NULL
'14609','175','4','6','+736561','-1','5','5',NULL
'14609','176','-1','-1',NULL,'-1','5','5',NULL
'14609','176','0','-1','X','2','5','5',NULL
'14609','176','4','6','X','-1','5','5',NULL
'14609','177','-1','-1',NULL,'-1','5','5',NULL
'14609','177','0','-1','+736562','4','5','5',NULL
'14609','177','4','-1','+736562','4','5','5',NULL
'14609','178','-1','-1',NULL,'-1','5','5',NULL
'14609','178','0','-1','X','4','5','5',NULL
'14609','178','4','-1','X','4','5','5',NULL
'14609','179','-1','-1',NULL,'-1','6','6',NULL
'14609','179','0','-1','+73652','4','6','6',NULL
'14609','179','4','-1','+73652','4','6','6',NULL
'14609','180','-1','-1',NULL,'-1','6','6',NULL
'14609','180','0','-1','X','4','6','6',NULL
'14609','180','4','-1','X','4','6','6',NULL
'14609','181','-1','-1',NULL,'-1','6','6',NULL
'14609','181','0','-1','+73654','4','6','6',NULL
'14609','181','4','-1','+73654','4','6','6',NULL
'14609','182','-1','-1',NULL,'-1','6','6',NULL
'14609','182','0','-1','X','4','6','6',NULL
'14609','182','4','-1','X','4','6','6',NULL
'14609','183','-1','-1',NULL,'-1','6','6',NULL
'14609','183','0','-1','+73652','4','6','6',NULL
'14609','183','4','-1','+73652','4','6','6',NULL
'14609','184','-1','-1',NULL,'-1','6','6',NULL
'14609','184','0','-1','X','4','6','6',NULL
'14609','184','4','-1','X','4','6','6',NULL
'14609','185','-1','-1',NULL,'-1','6','6',NULL
'14609','185','0','-1','+73652','4','6','6',NULL
'14609','185','4','-1','+73652','4','6','6',NULL
'14609','186','-1','-1',NULL,'-1','6','6',NULL
'14609','186','0','-1','X','4','6','6',NULL
'14609','186','4','-1','X','4','6','6',NULL
'14609','187','-1','-1',NULL,'-1','6','6',NULL
'14609','187','0','-1','+73652','4','6','6',NULL
'14609','187','4','-1','+73652','4','6','6',NULL
'14609','188','-1','-1',NULL,'-1','6','6',NULL
'14609','188','0','-1','X','4','6','6',NULL
'14609','188','4','-1','X','4','6','6',NULL
'14609','189','-1','-1',NULL,'-1','5','5',NULL
'14609','189','0','-1','+736560','4','5','5',NULL
'14609','189','4','-1','+736560','4','5','5',NULL
'14609','190','-1','-1',NULL,'-1','5','5',NULL
'14609','190','0','-1','X','4','5','5',NULL
'14609','190','4','-1','X','4','5','5',NULL
'14609','191','-1','-1',NULL,'-1','6','6',NULL
'14609','191','0','-1','+73654','4','6','6',NULL
'14609','191','4','-1','+73654','4','6','6',NULL
'14609','192','-1','-1',NULL,'-1','6','6',NULL
'14609','192','0','-1','X','4','6','6',NULL
'14609','192','4','-1','X','4','6','6',NULL
'14609','193','-1','-1',NULL,'-1','5','5',NULL
'14609','193','0','-1','+736565','4','5','5',NULL
'14609','193','4','-1','+736565','4','5','5',NULL
'14609','194','-1','-1',NULL,'-1','5','5',NULL
'14609','194','0','-1','X','4','5','5',NULL
'14609','194','4','-1','X','4','5','5',NULL
'14609','195','-1','-1',NULL,'-1','5','5',NULL
'14609','195','0','-1','+736562','4','5','5',NULL
'14609','195','4','-1','+736562','4','5','5',NULL
'14609','196','-1','-1',NULL,'-1','5','5',NULL
'14609','196','0','-1','X','4','5','5',NULL
'14609','196','4','-1','X','4','5','5',NULL
'14609','197','-1','-1',NULL,'-1','5','5',NULL
'14609','197','0','-1','+736569','4','5','5',NULL
'14609','197','4','-1','+736569','4','5','5',NULL
'14609','198','-1','-1',NULL,'-1','5','5',NULL
'14609','198','0','-1','X','4','5','5',NULL
'14609','198','4','-1','X','4','5','5',NULL
'14609','200','-1','-1',NULL,'-1','10','10',NULL
'14609','200','0','-1','..+0','4','10','10',NULL
'14609','200','2','-1','..+0','4','10','10',NULL
'14609','200','4','-1','..+0','4','10','10',NULL
'14609','201','-1','-1',NULL,'-1','6','6',NULL
'14609','201','0','-1','.','2','6','6',NULL
'14609','201','4','-1','.','2','6','6',NULL
'14609','202','-1','-1',NULL,'-1','6','6',NULL
'14609','202','0','-1','..','2','6','6',NULL
'14609','202','2','-1','..','2','6','6',NULL
'14609','202','4','-1','..','2','6','6',NULL
'14609','203','-1','-1',NULL,'-1','6','6',NULL
'14609','203','0','-1','.','4','6','6',NULL
'14609','203','4','-1','.','4','6','6',NULL
'14609','204','-1','-1',NULL,'-1','6','6',NULL
'14609','204','0','-1','.','4','6','6',NULL
'14609','204','4','-1','.','4','6','6',NULL
'14609','205','-1','-1',NULL,'-1','6','6',NULL
'14609','205','0','-1','.....','4','6','6',NULL
'14609','205','4','-1','.....','4','6','6',NULL
'14609','206','-1','-1',NULL,'-1','6','6',NULL
'14609','206','0','-1','.','2','6','6',NULL
'14609','206','4','-1','.','2','6','6',NULL
'14609','207','-1','-1',NULL,'-1','6','6',NULL
'14609','207','0','-1','.','2','6','6',NULL
'14609','207','2','-1','.','2','6','6',NULL
'14609','207','4','-1','.','2','6','6',NULL
'14609','208','-1','-1',NULL,'-1','6','6',NULL
'14609','208','0','-1','.','2','5','5','6'
'14609','208','4','-1','.','2','5','5','6'
'14609','209','-1','-1',NULL,'-1','6','6',NULL
'14609','209','0','-1','.....','4','6','6',NULL
'14609','209','4','-1','.....','4','6','6',NULL
'14609','210','-1','-1',NULL,'-1','6','6',NULL
'14609','210','0','-1','.....','4','6','6',NULL
'14609','210','4','-1','.....','4','6','6',NULL
'14609','212','-1','-1',NULL,'-1','6','6',NULL
'14609','212','0','-1','.....','4','6','6',NULL
'14609','212','4','-1','.....','4','6','6',NULL
'14609','213','-1','-1',NULL,'-1','6','6',NULL
'14609','213','0','-1','.+8','0','6','6',NULL
'14609','213','0','1','.+8','0','6','6',NULL
'14609','213','4','-1','.+8','0','6','6',NULL
'14609','213','4','1','.+8','0','6','6',NULL
'14609','214','-1','-1',NULL,'-1','6','6',NULL
'14609','214','0','-1','X','2','6','6',NULL
'14609','214','4','-1','X','2','6','6',NULL
'14609','215','-1','-1',NULL,'-1','6','6',NULL
'14609','215','0','-1','X','2','6','6',NULL
'14609','215','4','-1','X','2','6','6',NULL
'14609','216','-1','-1',NULL,'-1','6','6',NULL
'14609','216','0','-1','.','2','6','6',NULL
'14609','216','4','-1','.','2','6','6',NULL
'14609','217','-1','-1',NULL,'-1','6','6',NULL
'14609','217','0','-1','X','4','6','6',NULL
'14609','217','4','-1','X','4','6','6',NULL
'14609','219','-1','-1',NULL,'-1','6','6',NULL
'14609','219','0','-1','X','2','6','6',NULL
'14609','219','4','1','X','-1','6','6',NULL
'14609','220','-1','-1',NULL,'-1','6','6',NULL
'14609','220','0','-1','X','2','6','6',NULL
'14609','220','4','1','X','-1','6','6',NULL
'14609','221','-1','-1',NULL,'-1','6','6',NULL
'14609','221','0','-1','X','2','6','6',NULL
'14609','221','4','1','X','0','6','6',NULL
'14609','222','-1','-1',NULL,'-1','6','6',NULL
'14609','223','-1','-1',NULL,'-1','6','6',NULL
'14609','223','0','-1','X','4','6','6',NULL
'14609','223','4','-1','X','4','6','6',NULL
'14609','224','-1','-1',NULL,'-1','3','3',NULL
'14609','224','0','-1','......','4','3','3',NULL
'14609','224','4','-1','......','4','3','3',NULL
'14609','225','-1','-1',NULL,'-1','5','5',NULL
'14609','225','0','-1','X','2','5','5',NULL
'14609','225','4','6','X','-1','5','5',NULL
'14609','226','-1','-1',NULL,'-1','3','3',NULL
'14609','226','0','-1','......','4','3','3',NULL
'14609','226','4','-1','......','4','3','3',NULL
'14609','227','-1','-1',NULL,'-1','3','3',NULL
'14609','227','0','-1','......','4','3','3',NULL
'14609','227','4','-1','......','4','3','3',NULL
'14609','228','-1','-1',NULL,'-1','3','3',NULL
'14609','228','0','-1','......','4','3','3',NULL
'14609','228','4','-1','......','4','3','3',NULL
'14609','229','-1','-1',NULL,'-1','5','5',NULL
'14609','229','0','-1','.','4','5','5',NULL
'14609','229','4','-1','.','4','5','5',NULL
'14609','230','-1','-1',NULL,'-1','3','3',NULL
'14609','230','0','-1','......','4','3','3',NULL
'14609','230','4','-1','......','4','3','3',NULL
'14609','231','-1','-1',NULL,'-1','6','6',NULL
'14609','231','0','-1','.....','4','6','6',NULL
'14609','231','4','-1','.....','4','6','6',NULL
'14609','232','-1','-1',NULL,'-1','6','6',NULL
'14609','232','0','-1','.....','4','6','6',NULL
'14609','232','4','-1','.....','4','6','6',NULL
'14609','233','-1','-1',NULL,'-1','6','6',NULL
'14609','233','0','-1','.....','4','6','6',NULL
'14609','233','4','-1','.....','4','6','6',NULL
'14609','234','-1','-1',NULL,'-1','5','5',NULL
'14609','234','0','-1','.','2','5','5',NULL
'14609','234','4','-1','.','2','5','5',NULL
'14609','235','-1','-1',NULL,'-1','11','11',NULL
'14609','235','0','-1','..','2','11','11',NULL
'14609','235','2','-1','..','2','11','11',NULL
'14609','235','4','-1','..','2','11','11',NULL
'14609','236','-1','-1',NULL,'-1','3','3',NULL
'14609','236','0','-1','X','2','3','3',NULL
'14609','236','4','-1','X','2','3','3',NULL
'14609','237','-1','-1',NULL,'-1','3','3',NULL
'14609','237','0','-1','......','4','3','3',NULL
'14609','237','4','-1','......','4','3','3',NULL
'14609','238','-1','-1',NULL,'-1','6','6',NULL
'14609','238','0','-1','..','2','11','11',NULL
'14609','238','4','-1','..','2','11','11',NULL
'14609','239','-1','-1',NULL,'-1','6','6',NULL
'14609','239','0','-1','.','2','6','6',NULL
'14609','239','4','-1','.','-1','6','6',NULL
'14609','240','-1','-1',NULL,'-1','10','10',NULL
'14609','240','0','-1','..','2','10','10',NULL
'14609','240','2','-1','..','2','10','10',NULL
'14609','240','4','-1','..','2','10','10',NULL
'14609','241','-1','-1',NULL,'-1','3','3',NULL
'14609','241','0','-1','.','4','3','3',NULL
'14609','241','4','-1','.','4','3','3',NULL
'14609','242','-1','-1',NULL,'-1','5','5',NULL
'14609','242','0','-1','+736561','4','5','5',NULL
'14609','242','4','-1','+736561','4','5','5',NULL
'14609','243','-1','-1',NULL,'-1','5','5',NULL
'14609','243','0','-1','X','4','5','5',NULL
'14609','243','4','-1','X','4','5','5',NULL
'14609','244','-1','-1',NULL,'-1','5','5',NULL
'14609','244','0','-1','+736564','4','5','5',NULL
'14609','244','4','-1','+736564','4','5','5',NULL
'14609','245','-1','-1',NULL,'-1','5','5',NULL
'14609','245','0','-1','X','4','5','5',NULL
'14609','245','4','-1','X','4','5','5',NULL
'14609','246','-1','-1',NULL,'-1','5','5',NULL
'14609','246','0','-1','+736554','4','5','5',NULL
'14609','246','4','-1','+736554','4','5','5',NULL
'14609','247','-1','-1',NULL,'-1','5','5',NULL
'14609','247','0','-1','X','4','5','5',NULL
'14609','247','4','-1','X','4','5','5',NULL
'14609','248','-1','-1',NULL,'-1','5','5',NULL
'14609','248','0','-1','+736563','4','5','5',NULL
'14609','248','4','-1','+736563','4','5','5',NULL
'14609','249','-1','-1',NULL,'-1','5','5',NULL
'14609','249','0','-1','X','4','5','5',NULL
'14609','249','4','-1','X','4','5','5',NULL
'14609','250','-1','-1',NULL,'-1','6','6',NULL
'14609','250','0','-1','......','4','7','7',NULL
'14609','250','0','1','......','0','7','7',NULL
'14609','250','4','-1','......','0','7','7',NULL
'14609','251','-1','-1',NULL,'-1','6','6',NULL
'14609','251','0','-1','X','4','6','6',NULL
'14609','251','4','-1','X','4','6','6',NULL
'14609','252','-1','-1',NULL,'-1','6','6',NULL
'14609','252','0','-1','+73652','4','6','6',NULL
'14609','252','4','-1','+73652','4','6','6',NULL
'14609','253','-1','-1',NULL,'-1','6','6',NULL
'14609','253','0','-1','X','1','6','6',NULL
'14609','253','4','-1','X','1','6','6',NULL
'14609','254','-1','-1',NULL,'-1','6','6',NULL
'14609','254','0','-1','+73652','1','6','6',NULL
'14609','254','4','-1','+73652','1','6','6',NULL
'14609','255','-1','-1',NULL,'-1','6','6',NULL
'14609','255','0','-1','X','4','6','6',NULL
'14609','255','4','-1','X','4','6','6',NULL
'14609','256','-1','-1',NULL,'-1','6','6',NULL
'14609','256','0','-1','.','4','6','6',NULL
