'14609','3','1004'
'14609','5','1000'
'14609','6','1001'
'14609','7','1001'
'14609','13','1002'
'14609','14','1002'
'14609','20','1003'
'14609','21','1003'
'14609','25','1004'
'14609','30','1005'
'14609','31','1005'
'14609','56','1012'
'14609','61','1006'
'14609','62','1006'
'14609','64','1007'
'14609','65','1007'
'14609','67','1008'
'14609','68','1008'
'14609','70','1009'
'14609','71','1009'
'14609','75','1010'
'14609','76','1010'
'14609','78','1011'
'14609','79','1011'
'14609','80','1015'
'14609','82','1013'
'14609','83','1013'
'14609','85','1014'
'14609','86','1014'
'14609','87','1015'
'14609','92','1016'
'14609','93','1016'
