'14609','1','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','2','5060','1','255.255.255.255','0','1','1000','4','5','32','32','32','32','32','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','3','5060','1','255.255.255.255','0','2','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','ASMI IAD','9','1','12',NULL,'1','-40','0','1','1800','90','1','2','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','4','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','4','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','10','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','5','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','IskraTel','Call_for_ims_user','Profile_5','14','1','12','15','1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','-1','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','6','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','2',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','7','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','16','1','1',NULL,'1','-40','0','2','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','8','5060','1','255.255.255.255','0','0','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','16','1','1',NULL,'1','-40','0','0','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','9','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','16','1','1',NULL,'1','-40','0','0','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','10','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'12','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','11','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','13',NULL,'12','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','12','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','17','17','17',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','13','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'13','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'14609','14','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','16','1','1',NULL,'12','-40','0','2','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'1','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
