'14609','1','1','255','0','1','1','0','0','0'
'14609','2','1','6','0','1','1','0','0','0'
'14609','3','1','7','0','2','2','0','0','0'
'14609','4','1','9','0','1','1','0','0','0'
'14609','5','1','2','0','1','1','0','0','0'
'14609','6','1','4','0','4','15','0','0','0'
'14609','7','1','35','1','4','250','0','0','0'
'14609','8','1','10','1','4','16','0','0','0'
'14609','9','1','8','1','3','3','0','0','0'
'14609','10','1','11','1','4','16','0','0','0'
'14609','11','1','19','1','3','4','0','0','0'
'14609','12','1','26','1','6','6','0','0','0'
'14609','13','1','40','1','4','16','0','0','0'
'14609','14','1','32','1','3','131','0','0','0'
'14609','15','1','3','1','3','250','0','0','0'
'14609','16','1','29','1','4','13','0','0','0'
'14609','17','1','42','1','3','3','1','0','0'
'14609','18','1','192','1','5','17','0','0','0'
'14609','19','1','49','1','4','4','0','0','0'
'14609','20','1','193','1','4','250','0','0','0'
'14609','21','1','57','1','4','250','0','0','0'
'14609','22','1','75','1','3','3','0','0','0'
'14609','23','1','61','1','3','3','0','0','0'
'14609','24','1','120','1','5','250','0','0','0'
'14609','25','1','141','1','3','3','0','0','0'
'14609','26','1','198','1','9','9','0','0','0'
'14609','27','1','43','1','4','4','0','0','0'
'14609','28','1','51','1','3','250','0','0','0'
'14609','29','1','78','1','3','3','0','0','0'
'14609','30','1','119','1','3','3','0','0','0'
'14609','31','1','58','1','8','8','0','0','0'
'14609','32','1','164','1','8','25','0','0','0'
'14609','33','1','111','1','4','16','0','0','0'
'14609','34','1','63','1','4','16','0','0','0'
'14609','35','1','166','1','6','8','0','0','0'
'14609','36','1','0','1','1','1','0','0','0'
'14609','37','2','255','0','1','1','0','0','0'
'14609','38','2','5','0','3','14','0','0','0'
'14609','39','2','0','1','1','1','0','0','0'
'14609','40','3','255','0','1','1','0','0','0'
'14609','41','3','14','0','2','2','0','0','0'
'14609','42','3','57','1','4','250','0','0','0'
'14609','43','3','0','1','1','1','0','0','0'
'14609','44','4','255','0','1','1','0','0','0'
'14609','45','4','15','0','2','2','0','0','0'
'14609','46','4','9','1','3','3','0','0','0'
'14609','47','4','10','1','4','16','0','0','0'
'14609','48','4','57','1','4','250','0','0','0'
'14609','49','4','0','1','1','1','0','0','0'
'14609','50','5','255','0','1','1','0','0','0'
'14609','51','5','16','0','1','1','0','0','0'
'14609','52','6','255','0','1','1','0','0','0'
'14609','53','6','17','0','2','2','0','0','0'
'14609','54','6','41','1','3','3','0','0','0'
'14609','55','6','18','1','4','250','0','0','0'
'14609','56','6','42','1','3','3','1','0','0'
'14609','57','6','32','1','3','131','0','0','0'
'14609','58','6','3','1','3','250','0','0','0'
'14609','59','6','44','1','3','3','0','0','0'
'14609','60','6','12','1','5','16','0','0','0'
'14609','61','6','57','1','4','250','0','0','0'
'14609','62','6','54','1','3','3','0','0','0'
'14609','63','6','64','1','3','3','0','0','0'
'14609','64','6','120','1','5','250','0','0','0'
'14609','65','6','198','1','9','9','0','0','0'
'14609','66','6','122','1','3','3','0','0','0'
'14609','67','6','0','1','1','1','0','0','0'
'14609','68','7','255','0','1','1','0','0','0'
'14609','69','7','17','0','2','2','0','0','0'
'14609','70','7','41','1','3','3','0','0','0'
'14609','71','7','33','1','4','16','0','0','0'
'14609','72','7','42','1','3','3','1','0','0'
'14609','73','7','32','1','3','131','0','0','0'
'14609','74','7','3','1','3','250','0','0','0'
'14609','75','7','45','1','4','4','0','0','0'
'14609','76','7','57','1','4','250','0','0','0'
'14609','77','7','192','1','5','17','0','0','0'
'14609','78','7','64','1','3','3','0','0','0'
'14609','79','7','120','1','5','250','0','0','0'
'14609','80','7','198','1','9','9','0','0','0'
'14609','81','7','0','1','1','1','0','0','0'
'14609','82','8','255','0','1','1','0','0','0'
'14609','83','8','0','1','1','1','0','0','0'
'14609','84','9','255','0','1','1','0','0','0'
'14609','85','9','17','1','4','4','0','0','0'
'14609','86','9','41','1','3','3','0','0','0'
'14609','87','9','42','1','3','3','1','0','0'
'14609','88','9','32','1','3','131','0','0','0'
'14609','89','9','33','1','4','16','0','0','0'
'14609','90','9','3','1','3','250','0','0','0'
'14609','91','9','57','1','4','250','0','0','0'
'14609','92','9','45','1','4','4','0','0','0'
'14609','93','9','192','1','5','17','0','0','0'
'14609','94','9','12','1','5','16','1','0','0'
'14609','95','9','64','1','3','3','0','0','0'
'14609','96','9','120','1','5','250','0','0','0'
'14609','97','9','0','1','1','1','0','0','0'
'14609','98','12','255','0','1','1','0','0','0'
'14609','99','12','18','0','3','250','0','0','0'
'14609','100','12','19','1','3','4','1','0','0'
'14609','101','12','12','1','5','16','0','0','0'
'14609','102','12','3','1','3','250','1','0','0'
'14609','103','12','32','1','3','131','0','0','0'
'14609','104','12','39','1','3','3','0','0','0'
'14609','105','12','57','1','4','250','0','0','0'
'14609','106','12','42','1','3','3','1','0','0'
'14609','107','12','120','1','5','250','0','0','0'
'14609','108','12','30','1','4','4','0','0','0'
'14609','109','12','119','1','3','3','0','0','0'
'14609','110','12','0','1','1','1','0','0','0'
'14609','111','13','255','0','1','1','0','0','0'
'14609','112','13','34','0','1','1','0','0','0'
'14609','113','13','0','1','1','1','0','0','0'
'14609','114','14','255','0','1','1','0','0','0'
'14609','115','14','34','0','1','1','0','0','0'
'14609','116','14','0','1','1','1','0','0','0'
'14609','117','16','255','0','1','1','0','0','0'
'14609','118','16','18','1','5','6','1','0','0'
'14609','119','16','0','1','1','1','0','0','0'
'14609','120','17','255','0','1','1','0','0','0'
'14609','121','18','255','0','1','1','0','0','0'
'14609','122','19','255','0','1','1','0','0','0'
'14609','123','20','255','0','1','1','0','0','0'
'14609','124','21','255','0','1','1','0','0','0'
'14609','125','22','255','0','1','1','0','0','0'
'14609','126','23','255','0','1','1','0','0','0'
'14609','127','23','22','0','2','3','0','0','0'
'14609','128','24','255','0','1','1','0','0','0'
'14609','129','24','21','0','1','1','0','0','0'
'14609','130','24','22','0','3','34','0','0','0'
'14609','131','25','255','0','1','1','0','0','0'
'14609','132','25','21','0','1','1','0','0','0'
'14609','133','25','22','0','3','34','0','0','0'
'14609','134','26','255','0','1','1','0','0','0'
'14609','135','26','21','0','1','1','0','0','0'
'14609','136','26','22','0','3','34','0','0','0'
'14609','137','27','255','0','1','1','0','0','0'
'14609','138','27','21','0','1','1','0','0','0'
'14609','139','27','22','0','3','34','0','0','0'
'14609','140','41','255','0','1','1','0','0','0'
'14609','141','41','22','0','3','34','0','0','0'
'14609','142','44','255','0','1','1','0','0','0'
'14609','143','44','36','0','1','1','0','0','0'
'14609','144','44','18','1','4','250','0','0','0'
'14609','145','44','17','1','4','4','0','0','0'
'14609','146','44','41','1','3','3','0','0','0'
'14609','147','44','3','1','3','250','0','0','0'
'14609','148','44','42','1','3','3','1','0','0'
'14609','149','44','12','1','5','16','0','0','0'
'14609','150','44','32','1','3','131','0','0','0'
'14609','151','44','44','1','3','3','0','0','0'
'14609','152','44','57','1','4','250','0','0','0'
'14609','153','44','54','1','3','3','0','0','0'
'14609','154','44','64','1','3','3','0','0','0'
'14609','155','44','192','1','5','17','0','0','0'
'14609','156','44','120','1','5','250','0','0','0'
'14609','157','44','122','1','3','3','0','0','0'
'14609','158','44','198','1','9','9','0','0','0'
'14609','159','44','69','1','5','16','0','0','0'
'14609','160','44','33','1','4','16','1','0','0'
'14609','161','44','51','1','3','250','0','0','0'
'14609','162','44','0','1','1','1','0','0','0'
'14609','163','46','255','0','1','1','0','0','0'
