'14609','1','1','15',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'1'
'14609','2','0','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'2'
'14609','3','7','1440',NULL,'00:00:00',NULL,'00:00:00',NULL,NULL,NULL,'1001'
