'14609','3','60','3','6',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','4','10','3','1',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','5','60','3','3',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','6','60','3','1',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','7','62','3','1',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','8','10','3','3',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','9','11','3','3',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','10','11','3','2',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','11','10','3','3',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','12','11','3','5',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','13','60','3','2',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','14','62','3','2',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','15','11','3','4',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','16','10','3','5',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','17','11','3','4',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','18','10','3','6',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','19','10','3','4',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','20','60','3','5',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','21','62','3','3',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','22','11','3','6',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','23','10','3','7',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','24','10','3','8',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','25','64','3','6',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','26','11','3','9',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','27','10','3','2',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','28','11','3','8',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','29','10','3','9',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','30','60','3','8',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','31','62','3','4',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','32','11','3','9',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','33','10','3','10',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','34','11','3','10',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','35','10','3','11',NULL,NULL,'Continuous',NULL,NULL,'0'
