'14609','36','11','3','11',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','37','10','3','12',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','38','11','3','12',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','39','10','3','13',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','40','11','3','13',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','41','10','3','14',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','42','11','3','14',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','43','11','3','15',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','44','11','3','16',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','45','11','3','17',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','46','11','3','18',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','47','11','3','19',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','48','11','3','20',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','49','10','3','22',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','50','11','3','22',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','51','11','3','23',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','52','11','3','24',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','53','11','3','25',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','54','11','3','26',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','55','11','3','27',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','56','60','3','15',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','57','11','3','29',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','58','11','3','30',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','59','11','3','31',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','60','10','3','15',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','61','60','3','9',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','62','62','3','5',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','63','10','3','16',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','64','60','3','10',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','65','62','3','6',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','66','10','3','17',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','67','60','3','11',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','68','62','3','7',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','69','10','3','18',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','70','60','3','12',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','71','62','3','8',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','72','11','3','32',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','73','10','3','19',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','74','10','3','20',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','75','60','3','13',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','76','62','3','9',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','77','10','3','21',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','78','60','3','14',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','79','62','3','10',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','80','60','3','15',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','81','10','3','23',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','82','60','3','16',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','83','62','3','12',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','84','10','3','24',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','85','60','3','17',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','86','62','3','13',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','87','64','3','15',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','88','11','3','21',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','89','10','3','25',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','90','11','3','28',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','91','10','3','26',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','92','60','3','19',NULL,NULL,'Continuous',NULL,NULL,'0'
'14609','93','64','3','19',NULL,NULL,'Continuous',NULL,NULL,'0'
