'14609','1','1','0','0','0','4','0','0','2','0','0','0','0','0','4','0','0','40'
'14609','2','2','0','0','0','4','0','0','2','0','0','0','0','0','27','0','0','40'
'14609','3','1','0','0','0','4','0','1','2','0','0','0','0','0','11','0','0','40'
'14609','4','5','0','0','0','4','0','0','2','0','0','0','0','0','19','0','0','40'
'14609','5','3','0','0','0','4','0','0','2','0','0','0','0','0','16','0','0','40'
'14609','6','4','0','0','0','4','0','0','2','0','0','0','0','0','18','0','0','40'
'14609','7','6','0','0','0','4','0','0','2','0','0','0','0','0','23','0','0','40'
'14609','8','6','0','0','0','4','0','1','2','0','0','0','0','0','24','0','0','40'
'14609','9','7','0','0','0','4','0','0','2','0','0','0','0','0','29','0','0','40'
'14609','10','8','0','0','0','4','0','0','2','0','0','0','0','0','33','0','0','40'
'14609','11','9','0','0','0','4','0','0','2','0','0','0','0','0','35','0','0','40'
'14609','12','10','0','0','0','4','0','0','2','0','0','0','0','0','37','0','0','40'
'14609','13','11','0','0','0','4','0','0','2','0','0','0','0','0','39','0','0','40'
'14609','14','12','0','0','0','4','0','0','2','0','0','0','0','0','41','0','0','40'
'14609','15','13','0','0','0','4','0','0','2','0','0','0','0','0','60','0','0','40'
'14609','16','14','0','0','0','4','0','0','2','0','0','0','0','0','63','0','0','40'
'14609','17','15','0','0','0','4','0','0','2','0','0','0','0','0','66','0','0','40'
'14609','18','16','0','0','0','4','0','0','2','0','0','0','0','0','69','0','0','40'
'14609','19','17','0','0','0','4','0','0','2','0','0','0','0','0','73','0','0','40'
'14609','20','18','0','0','0','4','0','0','2','0','0','0','0','0','74','0','0','40'
'14609','21','19','0','0','0','4','0','0','2','0','0','0','0','0','77','0','0','40'
'14609','22','20','0','0','0','4','0','0','2','0','0','0','0','0','49','0','0','40'
'14609','23','21','0','0','0','4','0','0','2','0','0','0','0','0','81','0','0','40'
'14609','24','22','0','0','0','4','0','0','2','0','0','0','0','0','84','0','0','40'
'14609','25','23','0','0','0','4','0','0','2','0','0','0','0','0','89','0','0','40'
'14609','26','24','0','0','0','4','0','0','2','0','0','0','0','0','91','0','0','40'
