'14609','5','8','0',NULL
'14609','10','8','0',NULL
'14609','20','8','0',NULL
'14609','26','8','0',NULL
'14609','27','8','0',NULL
'14609','29','8','0',NULL
'14609','30','8','0',NULL
'14609','31','8','0',NULL
'14609','35','8','0',NULL
'14609','41','8','0',NULL
'14609','43','8','0',NULL
'14609','61','8','0',NULL
'14609','64','8','0',NULL
'14609','68','8','0',NULL
'14609','76','8','0',NULL
'14609','106','8','0',NULL
'14609','118','8','0',NULL
'14609','202','8','0',NULL
'14609','241','8','0',NULL
'14609','332','8','0',NULL
'14609','360','8','0',NULL
'14609','370','8','0',NULL
'14609','371','8','0',NULL
'14609','380','8','0',NULL
'14609','402','8','0',NULL
'14609','436','8','0',NULL
'14609','437','8','0',NULL
'14609','439','8','0',NULL
'14609','535','8','0',NULL
'14609','537','8','0',NULL
'14609','538','8','0',NULL
'14609','560','8','0',NULL
'14609','561','8','0',NULL
'14609','562','8','0',NULL
'14609','563','8','0',NULL
'14609','564','8','0',NULL
'14609','565','8','0',NULL
'14609','566','8','0',NULL
'14609','567','8','0',NULL
'14609','568','8','0',NULL
'14609','569','8','0',NULL
'14609','570','8','0',NULL
'14609','571','8','0',NULL
'14609','572','8','0',NULL
'14609','573','8','0',NULL
'14609','574','8','0',NULL
'14609','575','8','0',NULL
'14609','576','8','0',NULL
'14609','577','8','0',NULL
'14609','578','8','0',NULL
'14609','579','8','0',NULL
'14609','595','8','0',NULL
'14609','596','8','0',NULL
'14609','597','8','0',NULL
'14609','598','8','0',NULL
'14609','621','8','0',NULL
'14609','622','8','0',NULL
'14609','623','8','0',NULL
'14609','624','8','0',NULL
'14609','625','8','0',NULL
'14609','626','8','0',NULL
'14609','627','8','0',NULL
'14609','628','8','0',NULL
'14609','629','8','0',NULL
'14609','630','8','0',NULL
'14609','631','8','0',NULL
'14609','632','8','0',NULL
'14609','633','8','0',NULL
'14609','634','8','0',NULL
'14609','708','8','0',NULL
'14609','709','8','0',NULL
'14609','710','8','0',NULL
'14609','711','8','0',NULL
'14609','712','8','0',NULL
'14609','713','8','0',NULL
'14609','714','8','0',NULL
'14609','715','8','0',NULL
'14609','716','8','0',NULL
'14609','717','8','0',NULL
'14609','718','8','0',NULL
'14609','719','8','0',NULL
'14609','720','8','0',NULL
'14609','721','8','0',NULL
'14609','722','8','0',NULL
'14609','723','8','0',NULL
'14609','724','8','0',NULL
'14609','725','8','0',NULL
'14609','726','8','0',NULL
'14609','727','8','0',NULL
'14609','728','8','0',NULL
'14609','729','8','0',NULL
'14609','732','8','0',NULL
'14609','733','8','0',NULL
'14609','734','8','0',NULL
'14609','735','8','0',NULL
'14609','736','8','0',NULL
'14609','737','8','0',NULL
'14609','738','8','0',NULL
'14609','739','8','0',NULL
'14609','740','8','0',NULL
'14609','741','8','0',NULL
'14609','742','8','0',NULL
'14609','743','8','0',NULL
'14609','762','8','0',NULL
'14609','763','8','0',NULL
'14609','764','8','0',NULL
'14609','765','8','0',NULL
'14609','766','8','0',NULL
'14609','767','8','0',NULL
'14609','768','8','0',NULL
'14609','769','8','0',NULL
'14609','770','8','0',NULL
'14609','771','8','0',NULL
'14609','772','8','0',NULL
'14609','773','8','0',NULL
'14609','774','8','0',NULL
'14609','775','8','0',NULL
'14609','776','8','0',NULL
'14609','777','8','0',NULL
'14609','778','8','0',NULL
'14609','779','8','0',NULL
'14609','780','8','0',NULL
'14609','781','8','0',NULL
'14609','782','8','0',NULL
'14609','783','8','0',NULL
'14609','784','8','0',NULL
'14609','785','8','0',NULL
'14609','786','8','0',NULL
'14609','787','8','0',NULL
'14609','788','8','0',NULL
'14609','790','8','0',NULL
'14609','791','8','0',NULL
'14609','792','8','0',NULL
'14609','793','8','0',NULL
'14609','794','8','0',NULL
'14609','795','8','0',NULL
'14609','796','8','0',NULL
'14609','797','8','0',NULL
'14609','798','8','0',NULL
'14609','799','8','0',NULL
'14609','800','8','0',NULL
'14609','801','8','0',NULL
'14609','802','8','0',NULL
'14609','803','8','0',NULL
'14609','804','8','0',NULL
'14609','805','8','0',NULL
'14609','806','8','0',NULL
'14609','807','8','0',NULL
'14609','808','8','0',NULL
'14609','809','8','0',NULL
'14609','810','8','0',NULL
'14609','811','8','0',NULL
'14609','812','8','0',NULL
'14609','813','8','0',NULL
'14609','814','8','0',NULL
'14609','815','8','0',NULL
'14609','816','8','0',NULL
'14609','817','8','0',NULL
'14609','818','8','0',NULL
'14609','819','8','0',NULL
'14609','820','8','0',NULL
'14609','821','8','0',NULL
'14609','822','8','0',NULL
'14609','823','8','0',NULL
'14609','824','8','0',NULL
'14609','825','8','0',NULL
'14609','826','8','0',NULL
'14609','827','8','0',NULL
'14609','828','8','0',NULL
'14609','829','8','0',NULL
'14609','830','8','0',NULL
'14609','831','8','0',NULL
'14609','832','8','0',NULL
'14609','833','8','0',NULL
'14609','834','8','0',NULL
'14609','835','8','0',NULL
'14609','836','8','0',NULL
'14609','837','8','0',NULL
'14609','841','8','0',NULL
'14609','842','8','0',NULL
'14609','843','8','0',NULL
'14609','844','8','0',NULL
'14609','845','8','0',NULL
'14609','846','8','0',NULL
'14609','847','8','0',NULL
'14609','848','8','0',NULL
'14609','849','8','0',NULL
'14609','850','8','0',NULL
'14609','851','8','0',NULL
'14609','852','8','0',NULL
'14609','853','8','0',NULL
'14609','854','8','0',NULL
'14609','855','8','0',NULL
'14609','856','8','0',NULL
'14609','857','8','0',NULL
'14609','858','8','0',NULL
'14609','859','8','0',NULL
'14609','860','8','0',NULL
'14609','861','8','0',NULL
'14609','862','8','0',NULL
'14609','863','8','0',NULL
'14609','864','8','0',NULL
'14609','877','8','0',NULL
'14609','879','8','0',NULL
'14609','880','8','0',NULL
'14609','881','8','0',NULL
'14609','882','8','0',NULL
'14609','883','8','0',NULL
'14609','884','8','0',NULL
'14609','885','8','0',NULL
'14609','886','8','0',NULL
'14609','887','8','0',NULL
'14609','888','8','0',NULL
'14609','889','8','0',NULL
'14609','890','8','0',NULL
'14609','891','8','0',NULL
'14609','892','8','0',NULL
'14609','893','8','0',NULL
'14609','894','8','0',NULL
'14609','895','8','0',NULL
'14609','896','8','0',NULL
'14609','897','8','0',NULL
'14609','898','8','0',NULL
'14609','899','8','0',NULL
'14609','900','8','0',NULL
'14609','901','8','0',NULL
'14609','903','8','0',NULL
'14609','904','8','0',NULL
'14609','905','8','0',NULL
'14609','906','8','0',NULL
'14609','907','8','0',NULL
'14609','908','8','0',NULL
'14609','909','8','0',NULL
'14609','910','8','0',NULL
'14609','911','8','0',NULL
'14609','912','8','0',NULL
'14609','913','8','0',NULL
'14609','914','8','0',NULL
'14609','915','8','0',NULL
'14609','916','8','0',NULL
'14609','917','8','0',NULL
'14609','918','8','0',NULL
'14609','919','8','0',NULL
'14609','920','8','0',NULL
'14609','921','8','0',NULL
'14609','922','8','0',NULL
'14609','923','8','0',NULL
'14609','924','8','0',NULL
'14609','925','8','0',NULL
'14609','926','8','0',NULL
'14609','927','8','0',NULL
'14609','928','8','0',NULL
'14609','929','8','0',NULL
'14609','930','8','0',NULL
'14609','931','8','0',NULL
'14609','932','8','0',NULL
'14609','933','8','0',NULL
'14609','934','8','0',NULL
'14609','935','8','0',NULL
'14609','936','8','0',NULL
'14609','937','8','0',NULL
'14609','938','8','0',NULL
'14609','939','8','0',NULL
'14609','940','8','0',NULL
'14609','941','8','0',NULL
'14609','942','8','0',NULL
'14609','943','8','0',NULL
'14609','944','8','0',NULL
'14609','945','8','0',NULL
'14609','946','8','0',NULL
'14609','947','8','0',NULL
'14609','948','8','0',NULL
'14609','949','8','0',NULL
'14609','950','8','0',NULL
'14609','951','8','0',NULL
'14609','952','8','0',NULL
'14609','953','8','0',NULL
'14609','954','8','0',NULL
'14609','955','8','0',NULL
'14609','956','8','0',NULL
'14609','957','8','0',NULL
'14609','958','8','0',NULL
'14609','959','8','0',NULL
'14609','960','8','0',NULL
'14609','961','8','0',NULL
'14609','962','8','0',NULL
'14609','963','8','0',NULL
'14609','964','8','0',NULL
'14609','965','8','0',NULL
'14609','966','8','0',NULL
'14609','967','8','0',NULL
'14609','968','8','0',NULL
'14609','969','8','0',NULL
'14609','970','8','0',NULL
'14609','971','8','0',NULL
'14609','972','8','0',NULL
'14609','973','8','0',NULL
'14609','974','8','0',NULL
'14609','975','8','0',NULL
'14609','976','8','0',NULL
'14609','977','8','0',NULL
'14609','978','8','0',NULL
'14609','979','8','0',NULL
'14609','980','8','0',NULL
'14609','981','8','0',NULL
'14609','982','8','0',NULL
'14609','987','8','0',NULL
'14609','988','8','0',NULL
'14609','989','8','0',NULL
'14609','990','8','0',NULL
'14609','991','8','0',NULL
'14609','992','8','0',NULL
'14609','993','8','0',NULL
'14609','994','8','0',NULL
'14609','1096','8','0',NULL
'14609','1097','8','0',NULL
'14609','1207','8','0',NULL
'14609','1208','8','0',NULL
'14609','1209','8','0',NULL
'14609','1210','8','0',NULL
'14609','1211','8','0',NULL
'14609','1212','8','0',NULL
'14609','1213','8','0',NULL
'14609','1214','8','0',NULL
'14609','1215','8','0',NULL
'14609','1216','8','0',NULL
'14609','1217','8','0',NULL
'14609','1218','8','0',NULL
'14609','1219','8','0',NULL
'14609','1220','8','0',NULL
'14609','1221','8','0',NULL
'14609','1222','8','0',NULL
'14609','1223','8','0',NULL
'14609','1224','8','0',NULL
'14609','1225','8','0',NULL
'14609','1226','8','0',NULL
'14609','1227','8','0',NULL
'14609','1228','8','0',NULL
'14609','1229','8','0',NULL
