'14609','-4','0','0','0',NULL,'0','1'
'14609','-3','0','0','0',NULL,'0','1'
'14609','-2','0','5','1',NULL,'0','2'
'14609','0','0','0','0',NULL,'0','1'
'14609','1','0','3','1',NULL,'0','1'
'14609','29','29','5','1',NULL,'0','1'
'14609','127','0','5','1',NULL,'0','1'
