'14609','1','0','0','0','0','0','0','1','0','0','0','0','0'
'14609','2','0','0','0','0','0','0','2','0','0','0','0','0'
'14609','6','0','0','0','0','0','0','6','0','0','0','0','0'
'14609','8','0','0','0','0','0','0','8','0','0','0','0','0'
'14609','9','0','0','0','0','0','0','9','0','0','0','0','0'
'14609','10','0','0','0','0','0','0','10','0','0','0','0','0'
'14609','11','0','0','0','0','0','0','11','0','0','0','0','0'
'14609','12','0','0','0','0','0','0','12','0','0','0','0','0'
'14609','13','0','0','0','0','0','0','13','0','0','0','0','0'
'14609','14','0','0','0','0','0','0','14','0','0','0','0','0'
'14609','16','0','0','0','0','0','0','17','0','0','0','0','0'
'14609','17','0','0','0','0','0','0','15','0','0','0','0','0'
'14609','18','0','0','0','0','0','0','16','0','0','0','0','0'
'14609','19','0','0','0','0','0','0','7','0','0','0','0','0'
'14609','20','0','0','0','0','0','0','18','0','0','0','0','0'
'14609','28','0','0','0','0','0','0','28','0','0','0','0','0'
'14609','30','0','0','0','0','0','0','30','0','0','0','0','0'
'14609','31','0','0','0','0','0','0','31','0','0','0','0','0'
'14609','32','0','0','0','0','0','0','32','0','0','0','0','0'
'14609','33','0','0','0','0','0','0','33','0','0','0','0','0'
'14609','34','0','0','0','0','0','0','34','0','0','0','0','0'
'14609','35','0','0','0','0','0','0','35','0','0','0','0','0'
'14609','59','0','0','0','0','0','0','59','0','0','0','0','0'
'14609','84','0','0','0','0','0','0','84','0','0','0','0','0'
'14609','86','0','0','0','0','0','0','86','0','0','0','0','0'
'14609','88','0','0','0','0','0','0','88','0','0','0','0','0'
'14609','89','0','0','0','0','0','0','89','0','0','0','0','0'
'14609','97','0','0','0','0','0','0','25','0','0','0','0','0'
'14609','98','0','0','0','0','0','0','26','0','0','0','0','0'
'14609','100','0','0','0','0','0','0','100','0','0','0','0','0'
'14609','101','0','0','0','0','0','0','101','0','0','0','0','0'
'14609','102','0','0','0','0','0','0','102','0','0','0','0','0'
'14609','103','0','0','0','0','0','0','103','0','0','0','0','0'
'14609','104','0','0','0','0','0','0','104','0','0','0','0','0'
'14609','105','0','0','0','0','0','0','105','0','0','0','0','0'
'14609','106','0','0','0','0','0','0','106','0','0','0','0','0'
'14609','107','0','0','0','0','0','0','107','0','0','0','0','0'
'14609','108','0','0','0','0','0','0','108','0','0','0','0','0'
'14609','109','0','0','0','0','0','0','109','0','0','0','0','0'
'14609','110','0','0','0','0','0','0','110','0','0','0','0','0'
'14609','111','0','0','0','0','0','0','111','0','0','0','0','0'
'14609','112','0','0','0','0','0','0','112','0','0','0','0','0'
'14609','113','0','0','0','0','0','0','113','0','0','0','0','0'
'14609','114','0','0','0','0','0','0','114','0','0','0','0','0'
'14609','116','0','0','0','0','0','0','116','0','0','0','0','0'
'14609','117','0','0','0','0','0','0','117','0','0','0','0','0'
'14609','118','0','0','0','0','0','0','118','0','0','0','0','0'
