'14609','0','0','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','0','1','0','3','4','0','0','0','0','0','0','0','5','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','0','3','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','0','4','0','2','8','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','2','2','0','0','0','0','0'
'14609','1','0','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','1','1','0','3','4','0','0','0','0','0','0','0','5','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','1','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','1','3','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','1','4','0','0','8','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','2','0','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','2','1','0','3','4','0','0','0','0','0','0','0','5','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','2','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','2','3','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','2','4','0','2','8','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','2','2','0','0','0','0','0'
'14609','3','0','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','3','1','0','3','4','0','0','0','0','0','0','0','5','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','3','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','3','3','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','3','4','0','2','8','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','2','2','0','0','0','0','0'
'14609','4','0','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','4','1','0','3','4','0','0','0','0','0','0','0','5','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','4','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','4','3','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','4','4','0','2','8','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','2','2','0','0','0','0','0'
'14609','5','0','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','5','1','0','3','4','0','0','0','0','0','0','0','5','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','5','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','5','3','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0'
'14609','5','4','0','2','8','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','2','2','0','0','0','0','0'
