'14609','1','1','1'
'14609','1','2','1'
'14609','1','3','14'
'14609','1','4','10'
'14609','1','5','201'
'14609','1','6','13'
'14609','1','10','1'
'14609','2','1','15'
'14609','2','2','1'
'14609','2','3','15'
'14609','2','4','9'
'14609','2','5','205'
'14609','2','6','14'
'14609','2','10','5'
'14609','3','1','0'
'14609','3','2','1'
'14609','3','3','15'
'14609','3','4','0'
'14609','3','5','205'
'14609','3','6','14'
'14609','3','10','7'
'14609','4','1','4'
'14609','4','2','4'
'14609','4','3','11'
'14609','4','4','11'
'14609','4','5','202'
'14609','4','6','11'
'14609','4','10','1'
'14609','5','1','8'
'14609','5','2','8'
'14609','5','3','14'
'14609','5','4','12'
'14609','5','5','206'
'14609','5','6','13'
'14609','5','10','1'
'14609','6','1','1'
'14609','6','2','1'
'14609','6','3','14'
'14609','6','4','13'
'14609','6','5','203'
'14609','6','6','13'
'14609','6','10','4'
'14609','7','1','6'
'14609','7','2','6'
'14609','7','3','14'
'14609','7','4','15'
'14609','7','5','211'
'14609','7','6','13'
'14609','7','10','6'
'14609','16','1','2'
'14609','16','2','2'
'14609','16','3','14'
'14609','16','4','225'
'14609','16','5','204'
'14609','16','6','13'
'14609','16','10','1'
'14609','17','1','3'
'14609','17','2','3'
'14609','17','3','14'
'14609','17','4','228'
'14609','17','5','201'
'14609','17','6','13'
'14609','17','10','1'
'14609','18','1','5'
'14609','18','2','5'
'14609','18','3','14'
'14609','18','4','226'
'14609','18','5','201'
'14609','18','6','13'
'14609','18','10','1'
'14609','19','1','7'
'14609','19','2','7'
'14609','19','3','14'
'14609','19','4','227'
'14609','19','5','201'
'14609','19','6','13'
'14609','19','10','1'
'14609','20','1','9'
'14609','20','2','9'
'14609','20','3','14'
'14609','20','4','229'
'14609','20','5','211'
'14609','20','6','13'
'14609','20','10','1'
'14609','23','1','10'
'14609','23','2','10'
'14609','23','3','14'
'14609','23','4','224'
'14609','23','5','201'
'14609','23','6','13'
'14609','23','10','1'
'14609','28','1','28'
'14609','28','2','1'
'14609','28','3','14'
'14609','28','4','10'
'14609','28','5','201'
'14609','28','6','13'
'14609','28','10','1'
'14609','29','1','7'
'14609','29','2','7'
'14609','29','3','14'
'14609','29','4','10'
'14609','29','5','204'
'14609','29','6','13'
'14609','29','10','1'
'14609','30','1','4'
'14609','30','2','4'
'14609','30','3','11'
'14609','30','4','11'
'14609','30','5','212'
'14609','30','6','11'
'14609','30','10','1'
'14609','31','1','7'
'14609','31','2','7'
'14609','31','3','14'
'14609','31','4','10'
'14609','31','5','213'
'14609','31','6','13'
'14609','31','10','1'
'14609','32','1','7'
'14609','32','2','7'
'14609','32','3','14'
'14609','32','4','10'
'14609','32','5','214'
'14609','32','6','13'
'14609','32','10','1'
'14609','33','1','241'
'14609','33','2','1'
'14609','33','3','15'
'14609','33','4','241'
'14609','33','5','205'
'14609','33','6','2'
'14609','33','10','1'
'14609','34','1','243'
'14609','34','2','1'
'14609','34','3','15'
'14609','34','4','243'
'14609','34','5','205'
'14609','34','6','4'
'14609','34','10','1'
'14609','35','1','245'
'14609','35','2','1'
'14609','35','3','15'
'14609','35','4','245'
'14609','35','5','205'
'14609','35','6','12'
'14609','35','10','1'
'14609','36','1','240'
'14609','36','2','1'
'14609','36','3','11'
'14609','36','4','240'
'14609','36','5','202'
'14609','36','6','1'
'14609','36','10','1'
'14609','37','1','242'
'14609','37','2','1'
'14609','37','3','11'
'14609','37','4','242'
'14609','37','5','201'
'14609','37','6','3'
'14609','37','10','1'
'14609','38','1','244'
'14609','38','2','1'
'14609','38','3','11'
'14609','38','4','244'
'14609','38','5','202'
'14609','38','6','11'
'14609','38','10','1'
'14609','39','1','247'
'14609','39','2','1'
'14609','39','3','15'
'14609','39','4','247'
'14609','39','5','205'
'14609','39','6','14'
'14609','39','10','1'
'14609','40','1','246'
'14609','40','2','1'
'14609','40','3','14'
'14609','40','4','246'
'14609','40','5','201'
'14609','40','6','13'
'14609','40','10','1'
'14609','41','1','41'
'14609','41','2','1'
'14609','41','3','14'
'14609','41','4','10'
'14609','41','5','201'
'14609','41','6','13'
'14609','41','10','1'
'14609','42','1','7'
'14609','42','2','7'
'14609','42','3','15'
'14609','42','4','9'
'14609','42','5','207'
'14609','42','6','14'
'14609','42','10','1'
'14609','43','1','7'
'14609','43','2','7'
'14609','43','3','14'
'14609','43','4','12'
'14609','43','5','208'
'14609','43','6','13'
'14609','43','10','1'
'14609','44','1','4'
'14609','44','2','4'
'14609','44','3','11'
'14609','44','4','11'
'14609','44','5','209'
'14609','44','6','11'
'14609','44','10','1'
'14609','45','1','7'
'14609','45','2','7'
'14609','45','3','15'
'14609','45','4','9'
'14609','45','5','210'
'14609','45','6','14'
'14609','45','10','1'
'14609','56','1','1'
'14609','56','2','1'
'14609','56','3','14'
'14609','56','4','10'
'14609','56','6','13'
'14609','56','10','1'
'14609','57','1','5'
'14609','57','2','5'
'14609','57','3','14'
'14609','57','4','226'
'14609','57','6','13'
'14609','57','10','1'
'14609','58','1','6'
'14609','58','2','6'
'14609','58','3','14'
'14609','58','4','15'
'14609','58','6','13'
'14609','58','10','1'
'14609','59','1','7'
'14609','59','2','7'
'14609','59','3','14'
'14609','59','4','227'
'14609','59','6','13'
'14609','59','10','1'
'14609','60','1','9'
'14609','60','2','9'
'14609','60','3','14'
'14609','60','4','229'
