'14609','1',NULL,'3','97','1','0','T5008CX_1-BX','T5008CX_1-BX','9014044760','CVM_L','0','0','1','1'
'14609','2',NULL,'4','97','1','0','T5008CX_1-BX','T5008CX_1-BX','9014044762','CVM_R','0','0','2','1'
