'33620','1','1','255','0','1','1','0','0','0'
'33620','2','1','6','0','1','1','0','0','0'
'33620','3','1','7','0','2','2','0','0','0'
'33620','4','1','9','0','1','1','0','0','0'
'33620','5','1','2','0','1','1','0','0','0'
'33620','6','1','4','0','4','15','0','0','0'
'33620','7','1','35','1','4','250','0','0','0'
'33620','8','1','10','1','4','16','0','0','0'
'33620','9','1','8','1','3','3','0','0','0'
'33620','10','1','11','1','4','16','0','0','0'
'33620','11','1','19','1','3','4','0','0','0'
'33620','12','1','26','1','6','6','0','0','0'
'33620','13','1','40','1','4','16','0','0','0'
'33620','14','1','32','1','3','131','0','0','0'
'33620','15','1','3','1','3','250','0','0','0'
'33620','16','1','29','1','4','13','0','0','0'
'33620','17','1','42','1','3','3','1','0','0'
'33620','18','1','192','1','5','17','0','0','0'
'33620','19','1','49','1','4','4','0','0','0'
'33620','20','1','193','1','4','250','0','0','0'
'33620','21','1','57','1','4','250','0','0','0'
'33620','22','1','75','1','3','3','0','0','0'
'33620','23','1','61','1','3','3','0','0','0'
'33620','24','1','120','1','5','250','0','0','0'
'33620','25','1','141','1','3','3','0','0','0'
'33620','26','1','198','1','9','9','0','0','0'
'33620','27','1','43','1','4','4','0','0','0'
'33620','28','1','51','1','3','250','0','0','0'
'33620','29','1','78','1','3','3','0','0','0'
'33620','30','1','119','1','3','3','0','0','0'
'33620','31','1','58','1','8','8','0','0','0'
'33620','32','1','164','1','8','25','0','0','0'
'33620','33','1','111','1','4','16','0','0','0'
'33620','34','1','63','1','4','16','0','0','0'
'33620','35','1','166','1','6','8','0','0','0'
'33620','36','1','0','1','1','1','0','0','0'
'33620','37','2','255','0','1','1','0','0','0'
'33620','38','2','5','0','3','14','0','0','0'
'33620','39','2','0','1','1','1','0','0','0'
'33620','40','3','255','0','1','1','0','0','0'
'33620','41','3','14','0','2','2','0','0','0'
'33620','42','3','57','1','4','250','0','0','0'
'33620','43','3','0','1','1','1','0','0','0'
'33620','44','4','255','0','1','1','0','0','0'
'33620','45','4','15','0','2','2','0','0','0'
'33620','46','4','9','1','3','3','0','0','0'
'33620','47','4','10','1','4','16','0','0','0'
'33620','48','4','57','1','4','250','0','0','0'
'33620','49','4','0','1','1','1','0','0','0'
'33620','50','5','255','0','1','1','0','0','0'
'33620','51','5','16','0','1','1','0','0','0'
'33620','52','6','255','0','1','1','0','0','0'
'33620','53','6','17','0','2','2','0','0','0'
'33620','54','6','41','1','3','3','0','0','0'
'33620','55','6','18','1','4','250','0','0','0'
'33620','56','6','42','1','3','3','1','0','0'
'33620','57','6','32','1','3','131','0','0','0'
'33620','58','6','3','1','3','250','0','0','0'
'33620','59','6','44','1','3','3','0','0','0'
'33620','60','6','12','1','5','16','0','0','0'
'33620','61','6','57','1','4','250','0','0','0'
'33620','62','6','54','1','3','3','0','0','0'
'33620','63','6','64','1','3','3','0','0','0'
'33620','64','6','120','1','5','250','0','0','0'
'33620','65','6','198','1','9','9','0','0','0'
'33620','66','6','122','1','3','3','0','0','0'
'33620','67','6','0','1','1','1','0','0','0'
'33620','68','7','255','0','1','1','0','0','0'
'33620','69','7','17','0','2','2','0','0','0'
'33620','70','7','41','1','3','3','0','0','0'
'33620','71','7','33','1','4','16','0','0','0'
'33620','72','7','42','1','3','3','1','0','0'
'33620','73','7','32','1','3','131','0','0','0'
'33620','74','7','3','1','3','250','0','0','0'
'33620','75','7','45','1','4','4','0','0','0'
'33620','76','7','57','1','4','250','0','0','0'
'33620','77','7','192','1','5','17','0','0','0'
'33620','78','7','64','1','3','3','0','0','0'
'33620','79','7','120','1','5','250','0','0','0'
'33620','80','7','198','1','9','9','0','0','0'
'33620','81','7','0','1','1','1','0','0','0'
'33620','82','8','255','0','1','1','0','0','0'
'33620','83','8','0','1','1','1','0','0','0'
'33620','84','9','255','0','1','1','0','0','0'
'33620','85','9','17','1','4','4','0','0','0'
'33620','86','9','41','1','3','3','0','0','0'
'33620','87','9','42','1','3','3','1','0','0'
'33620','88','9','32','1','3','131','0','0','0'
'33620','89','9','33','1','4','16','0','0','0'
'33620','90','9','3','1','3','250','0','0','0'
'33620','91','9','57','1','4','250','0','0','0'
'33620','92','9','45','1','4','4','0','0','0'
'33620','93','9','192','1','5','17','0','0','0'
'33620','94','9','12','1','5','16','1','0','0'
'33620','95','9','64','1','3','3','0','0','0'
'33620','96','9','120','1','5','250','0','0','0'
'33620','97','9','0','1','1','1','0','0','0'
'33620','98','12','255','0','1','1','0','0','0'
'33620','99','12','18','0','3','250','0','0','0'
'33620','100','12','19','1','3','4','1','0','0'
'33620','101','12','12','1','5','16','0','0','0'
'33620','102','12','3','1','3','250','1','0','0'
'33620','103','12','32','1','3','131','0','0','0'
'33620','104','12','39','1','3','3','0','0','0'
'33620','105','12','57','1','4','250','0','0','0'
'33620','106','12','42','1','3','3','1','0','0'
'33620','107','12','120','1','5','250','0','0','0'
'33620','108','12','30','1','4','4','0','0','0'
'33620','109','12','119','1','3','3','0','0','0'
'33620','110','12','0','1','1','1','0','0','0'
'33620','111','13','255','0','1','1','0','0','0'
'33620','112','13','34','0','1','1','0','0','0'
'33620','113','13','0','1','1','1','0','0','0'
'33620','114','14','255','0','1','1','0','0','0'
'33620','115','14','34','0','1','1','0','0','0'
'33620','116','14','0','1','1','1','0','0','0'
'33620','117','16','255','0','1','1','0','0','0'
'33620','118','16','18','1','5','6','1','0','0'
'33620','119','16','0','1','1','1','0','0','0'
'33620','120','17','255','0','1','1','0','0','0'
'33620','121','18','255','0','1','1','0','0','0'
'33620','122','19','255','0','1','1','0','0','0'
'33620','123','20','255','0','1','1','0','0','0'
'33620','124','21','255','0','1','1','0','0','0'
'33620','125','22','255','0','1','1','0','0','0'
'33620','126','23','255','0','1','1','0','0','0'
'33620','127','23','22','0','2','3','0','0','0'
'33620','128','24','255','0','1','1','0','0','0'
'33620','129','24','21','0','1','1','0','0','0'
'33620','130','24','22','0','3','34','0','0','0'
'33620','131','25','255','0','1','1','0','0','0'
'33620','132','25','21','0','1','1','0','0','0'
'33620','133','25','22','0','3','34','0','0','0'
'33620','134','26','255','0','1','1','0','0','0'
'33620','135','26','21','0','1','1','0','0','0'
