'33620','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'33620','1','11','2','0','0','3','195','1','1','1','0','0','0','0','0'
'33620','2','11','2','3','3','0','193','0','0','0','1500','2','0','0','0'
'33620','3','11','2','3','3','0','193','0','0','0','1500','2','0','0','0'
'33620','4','11','2','0','0','3','195','1','0','1','0','0','0','0','0'
'33620','5','15','2','0','0','3','195','1','3','1','0','0','0','0','0'
'33620','6','15','2','0','0','3','195','1','3','1','0','0','0','0','1'
