'33620','1','0','0','0','120','0','0','0'
'33620','2','0','0','0','120','0','0','0'
'33620','3','0','0','0','120','0','0','0'
'33620','4','0','0','0','120','0','0','0'
'33620','6','0','0','0','120','0','0','0'
'33620','7','0','0','0','120','0','0','0'
'33620','8','0','0','0','120','0','0','0'
'33620','9','0','0','0','120','0','0','0'
'33620','10','0','0','0','120','0','0','0'
'33620','11','0','0','0','120','0','0','0'
'33620','12','0','0','0','120','0','0','0'
'33620','13','0','0','0','120','0','0','0'
'33620','14','0','0','0','120','0','0','0'
'33620','15','0','0','0','120','0','0','0'
'33620','16','0','0','0','120','0','0','0'
'33620','17','0','0','0','120','0','0','0'
'33620','18','0','0','0','0','0','0','0'
'33620','41','0','0','0','120','0','0','0'
'33620','42','0','0','0','120','0','0','0'
'33620','43','0','0','0','120','0','0','0'
'33620','44','0','7','0','120','0','0','0'
'33620','100','0','0','0','120','0','0','0'
'33620','113','0','0','0','120','0','0','0'
'33620','114','0','0','0','120','0','0','0'
'33620','116','0','0','0','120','0','0','0'
'33620','117','0','0','0','120','0','0','0'
'33620','119','0','0','0','120','0','0','0'
'33620','120','0','0','0','120','0','0','0'
'33620','347','0','7','0','120','0','0','0'
