'33620','1','1','15',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'1'
'33620','2','0','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'2'
'33620','3','1','120',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'1001'
