'33620','-4','0','0','0',NULL,'0','1'
'33620','-3','0','0','0',NULL,'0','1'
'33620','-2','0','3','1',NULL,'0','1'
'33620','0','0','0','0',NULL,'0','1'
'33620','1','0','5','1',NULL,'120','1'
'33620','29','29','5','1',NULL,'120','1'
'33620','127','0','3','1',NULL,'0','1'
