'33620','1','file:///vxml/ru_RU/Animation/music_endless.vxml','5','0','0','0','0','0','5','1','0','0','0','0','1','1'
'33620','2','file:///vxml/ru_RU/Animation/test_DTMF.vxml','5','0','0','1','0','0','5','1','0','0','0','0','1','1'
'33620','3','file:///vxml/ru_RU/Animation/test_transfer.vxml','5','0','1','1','0','0','5','1','0','0','0','0','1','1'
'33620','4','file:///vxml/ru_RU/Animation/test_record.vxml','5','0','0','1','0','0','5','1','0','0','0','0','1','1'
'33620','5','file:///vxml/ru_RU/Animation/test_ASR.vxml','5','0','0','1','1','0','5','1','0','0','0','0','1','1'
'33620','6','file:///vxml/ru_RU/Animation/test_http.vxml','5','0','0','1','0','0','5','1','0','0','0','0','1','1'
'33620','7','file:///vxml/ru_RU/Animation/date_time_s.vxml','5','0','0','0','0','0','10','1','0','0','0','0','1','1'
'33620','8','file:///vxml/ru_RU/Animation/time_s.vxml','5','0','0','0','0','0','10','1','0','0','0','0','1','1'
'33620','9','http://IP_address_of_http_server/music_endless.vxml','5','0','0','1','0','0','5','1','0','0','0','0','1','1'
'33620','10','file:///vxml/ru_RU/Animation/ani.vxml','5','0','0','0','0','0','5','1','0','0','0','0','1','1'
'33620','11','file:///vxml/sl_SL/Animation/ani.vxml','1','0','0','0','0','0','5','1','0','0','0','0','1','1'
'33620','12','file:///vxml/en_US/Animation/ani.vxml','1','0','0','0','0','0','5','1','0','0','0','0','1','1'
'33620','13','http://10.60.240.2/VXML/test_transfer.vxml','5','0','1','1','0','0','5','1','0','0','0','0','1','1'
'33620','14','http://10.60.242.39/vo/commonpb.do?action=aEntry&lang=ru_RU','5','0','0','1','0','0','5','1','0','0','0','0','1','1'
'33620','15','http://10.60.240.2/VXML/music_endless.vxml','5','0','1','0','0','0','5','1','0','0','0','0','1','1'
'33620','16','http://10.62.8.120/trans.vxml','5','0','1','1','0','0','5','1','0','0','0','0','1','1'
'33620','17','http://10.60.242.11/vxml/Animation/test_transfer_targin.vxml','5','0','1','1','0','0','20','1','0','0','0','0','1','1'
'33620','18','http://10.60.242.11/vxml/Animation/ani.vxml','5','0','1','0','0','0','5','1','0','0','0','0','1','1'
'33620','19','http://10.60.242.11/vxml/Animation/test_record.vxml','5','0','1','0','0','0','5','1','0','0','0','0','1','1'
'33620','20','http://10.60.242.11/vxml/Animation/ivr.vxml','5','0','1','1','0','0','2','1','0','0','0','0','1','1'
'33620','21','http://10.60.242.11/vxml/Animation/test_transfer_targin_test.vxml','5','0','1','1','0','0','2','1','0','0','0','0','1','1'
'33620','22','file:///vxml/ru_RU/Indication/call_barred.vxml','5','0','0','0','0','0','10','1','0','0','0','0','1','1'
