'33620','1','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'33620','2','5060','1','255.255.255.255','0','1','1000','4','5','32','32','32','32','32','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'33620','3','5060','1','255.255.255.255','0','2','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','ASMI IAD','9','1','12',NULL,'1','-40','0','1','1800','90','1','2','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','4','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'33620','4','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1',NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','10','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'33620','5','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1','13','11','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'1','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'33620','6','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1','11','1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'33620','7','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1','13','1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'33620','8','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','1','1','1','13','1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'33620','9','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','14',NULL,NULL,NULL,'1','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','1','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'33620','10','5060','1','255.255.255.255','0','1','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','22','1','1',NULL,'11','-40','0','1','1800','90','1','0','4','100','1',NULL,NULL,NULL,NULL,NULL,'0','0','7','8','120','0','5','15','1','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
'33620','11','5067','2','255.255.255.255','0','0','500','4','5','32','64','64','64','64','3600','70','Iskratel','Call from SI3000','SI3000','16',NULL,NULL,NULL,'11','-40','0','1','1800','90','1','0','4','100','4',NULL,NULL,NULL,NULL,NULL,'0','0','7','2','120','0','5','15','0','0','-2','0','0','0','0','0',NULL,'0','0','0','0','0','0','0'
