'33620','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'33620','0','1','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'33620','0','2','3','0','0','0','0','0','3','2','3','3','3','0','0','0','0','0'
'33620','0','3','3','0','0','0','0','0','3','0','0','0','0','0','0','0','0','0'
'33620','0','8','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'33620','0','9','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'33620','0','12','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'33620','0','13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'33620','0','14','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'33620','1','0','3','0','1','0','2','0','0','2','2','3','0','0','0','0','0','0'
'33620','1','1','3','0','0','0','2','0','0','0','3','3','0','0','0','0','0','0'
'33620','1','2','3','1','0','0','2','1','3','2','3','3','3','0','0','0','0','1'
'33620','1','3','3','0','0','0','0','0','3','0','0','0','0','0','0','0','0','0'
'33620','1','8','3','0','0','0','0','0','0','0','0','3','0','0','0','0','0','0'
'33620','1','9','3','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0'
'33620','1','12','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'33620','1','13','1','0','0','1','0','0','0','0','0','0','0','0','0','0','1','0'
'33620','1','14','2','0','0','0','0','0','2','0','0','0','0','2','2','2','0','0'
