'33620','1',NULL,'5','72','1','0','UTA6085AA','UTA6085AA020','Z11370971G','CVJ_L','0','0','1','1'
'33620','2',NULL,'6','72','1','0','UTA6085AA','UTA6085AA020','Z11370972G','CVJ_R','0','0','2','1'
