'33620','0','0','30','2021','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','1','30','2022','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','2','30','2023','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','3','30','2024','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','4','30','2025','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','5','30','2026','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','6','30','2027','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','7','30','2028','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','8','30','2029','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','9','30','2030','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','10','30','11','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','11','30','12','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','12','30','13','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','13','30','14','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','14','30','15','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','15','30','16','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','16','30','17','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','17','30','18','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','18','30','19','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','19','30','20','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','20','27','2020','0','0','5','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','21','30','21','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','22','30','22','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','23','30','23','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','24','30','24','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','25','30','25','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','26','30','26','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','27','30','27','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','28','30','28','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','29','30','29','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','30','30','30','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','31','30','31','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','32','30','32','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'33620','0','33','30','33','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
