'33620','100','-1',NULL,NULL,NULL,'0','10','0','itu-t92+','0','0','0','9','5060',NULL,NULL,'0'
'33620','101','10.60.242.34',NULL,NULL,NULL,'0','5','3','itu-t92+','0','6','0','0','5060',NULL,NULL,'0'
'33620','102','10.60.244.34',NULL,NULL,NULL,'0','5','3','itu-t92+','0','6','0','0','5060',NULL,NULL,'0'
'33620','113','10.60.44.34',NULL,NULL,NULL,'0','8','0','itu-t92+','0','0','0','0','5060',NULL,NULL,'0'
'33620','114','10.60.44.134',NULL,NULL,NULL,'0','9','0','itu-t92+','0','0','0','0','5060',NULL,NULL,'0'
'33620','116','10.160.4.1',NULL,NULL,NULL,'0','11','2','itu-t92+','0','12','0','0','5068',NULL,NULL,'0'
'33620','117','10.60.4.1',NULL,NULL,NULL,'0','11','2','itu-t92+','0','12','0','0','5068',NULL,NULL,'0'
'33620','118','10.60.4.2',NULL,NULL,NULL,'0','11','2','itu-t92+','0','12','0','0','5068',NULL,NULL,'0'
'33620','119','10.160.113.1',NULL,NULL,NULL,'0','5','0','itu-t92+','0','6','0','0','5060',NULL,NULL,'0'
'33620','120','10.160.152.250',NULL,NULL,NULL,'0','18','0','itu-t92+','0','6','0','0','5060',NULL,NULL,'0'
'33620','121','10.62.5.137',NULL,NULL,NULL,'0','10','0','itu-t92+','0','0','0','0','5060',NULL,NULL,'0'
