'33620','1','1','1',NULL,NULL,'1'
'33620','2','3','1',NULL,NULL,'1'
'33620','10','3','1',NULL,NULL,'1003'
'33620','10','4','1',NULL,NULL,'1004'
'33620','11','3','1',NULL,NULL,'1103'
'33620','11','4','1',NULL,NULL,'1104'
'33620','12','3','1',NULL,NULL,'1'
'33620','13','3','1',NULL,NULL,'1303'
'33620','13','4','1',NULL,NULL,'1304'
'33620','14','3','1',NULL,NULL,'1403'
'33620','14','4','1',NULL,NULL,'1404'
'33620','15','3','1',NULL,NULL,'1503'
'33620','15','4','1',NULL,NULL,'1504'
'33620','16','3','1',NULL,NULL,'1603'
'33620','16','4','1',NULL,NULL,'1604'
'33620','19','3','1',NULL,NULL,'1903'
'33620','19','4','1',NULL,NULL,'1904'
'33620','20','3','1',NULL,NULL,'2003'
'33620','20','4','1',NULL,NULL,'2004'
'33620','22','3','1',NULL,NULL,'2203'
'33620','22','4','1',NULL,NULL,'2204'
'33620','24','3','1',NULL,NULL,'2403'
'33620','24','4','1',NULL,NULL,'2404'
'33620','25','3','1',NULL,NULL,'2503'
'33620','25','4','1',NULL,NULL,'2504'
'33620','28','3','1',NULL,NULL,'2803'
'33620','28','4','1',NULL,NULL,'2804'
'33620','29','3','1',NULL,NULL,'2903'
'33620','29','4','1',NULL,NULL,'2904'
'33620','30','3','1',NULL,NULL,'3003'
'33620','30','4','1',NULL,NULL,'3004'
'33620','31','3','1',NULL,NULL,'3103'
'33620','31','4','1',NULL,NULL,'3104'
'33620','34','3','1',NULL,NULL,'3403'
'33620','34','4','1',NULL,NULL,'3404'
'33620','35','3','1',NULL,NULL,'3503'
'33620','35','4','1',NULL,NULL,'3504'
'33620','36','3','1',NULL,NULL,'3603'
'33620','36','4','1',NULL,NULL,'3604'
'33620','37','3','1',NULL,NULL,'3703'
'33620','37','4','1',NULL,NULL,'3704'
'33620','38','3','1',NULL,NULL,'3803'
'33620','38','4','1',NULL,NULL,'3804'
'33620','39','3','1',NULL,NULL,'3903'
'33620','39','4','1',NULL,NULL,'3904'
'33620','40','3','1',NULL,NULL,'4003'
