'33620','1','SAK intf present',NULL,NULL,NULL,NULL,'7','200','4000','25000','30000','15','600','7','1','1','1'
'33620','2','SAK intf not present',NULL,NULL,NULL,NULL,'7','200','4000','25000','30000','15','600','7','0','1','1'
'33620','3','MG fast fail detect',NULL,NULL,NULL,NULL,'7','200','4000','2000','7000','15','60','7','1','1','1'
