'33620','1','CAP V1','1','1','1','0','0','1','0','0','1','0','0','1'
'33620','2','CAP V2','2','1','1','0','0','1','1','0','1','0','0','1'
'33620','3','CAP V3','3','1','1','1','0','1','1','0','1','0','0','1'
