'33620','1','node1.eth0','0','0','1','0','1','0','3'
'33620','2','node2.eth0','0','2','3','0','1','0','3'
'33620','3','Unit1/ CVJ1; OAM; 0','0','0','1','0','1','0','1'
'33620','4','Unit1/ CVJ2; OAM; 0','0','2','3','0','1','0','1'
'33620','5','Unit1/ CVJ1; VOIP; 35','0','0','1','0','1','0','2'
'33620','6','Unit1/ CVJ2; VOIP; 35','0','2','3','0','1','0','2'
