'33620','93',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'33620','94',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'33620','95',NULL,NULL,NULL,NULL,NULL,'09',NULL,NULL
'33620','96',NULL,NULL,NULL,NULL,NULL,'07',NULL,NULL
'33620','97',NULL,NULL,NULL,NULL,NULL,'10',NULL,NULL
'33620','98',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'33620','99',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'33620','100',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'33620','101',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'33620','102',NULL,NULL,NULL,NULL,NULL,'09',NULL,NULL
'33620','103',NULL,NULL,NULL,NULL,NULL,'07',NULL,NULL
'33620','104',NULL,NULL,NULL,NULL,NULL,'10',NULL,NULL
'33620','105',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'33620','106',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'33620','107',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'33620','108',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'33620','109',NULL,NULL,NULL,NULL,NULL,'09',NULL,NULL
'33620','110',NULL,NULL,NULL,NULL,NULL,'07',NULL,NULL
'33620','111',NULL,NULL,NULL,NULL,NULL,'10',NULL,NULL
'33620','112',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'33620','113',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
