'30000','21','0','30','54','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','1','30','55','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','2','30','56','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','3','30','57','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','4','30','58','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','5','30','59','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','6','30','60','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','7','30','61','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','8','30','62','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','9','30','63','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','10','30','64','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','11','30','65','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','12','30','66','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','13','30','67','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','14','30','68','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','15','30','69','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','16','30','70','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','17','30','71','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','18','30','72','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','19','30','73','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','20','30','74','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','21','30','75','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','22','30','76','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','23','30','77','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','24','30','78','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','25','30','79','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','26','30','80','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','27','30','81','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','28','30','82','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','29','30','83','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','30','30','84','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','31','30','85','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','32','30','86','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','33','30','87','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','34','30','88','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','35','30','89','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','36','30','90','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','37','30','91','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','38','30','92','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','39','30','93','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','40','30','94','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','21','41','30','1','0','0','5','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0'
'30000','22','1','3','5','0','0','14','0','0','0','3','0','1','0','0','0','0','0','0','0','0','0'
'30000','22','2','3','8','0','0','14','0','0','0','3','0','1','0','0','0','0','0','0','0','0','0'
'30000','22','3','3','9','0','0','14','0','0','0','3','0','1','0','0','0','0','0','0','0','0','0'
'30000','22','4','3','10','0','0','14','0','0','0','3','0','1','0','0','0','0','0','0','0','0','0'
'30000','22','5','3','13','0','0','14','0','0','0','3','0','1','0','0','0','0','0','0','0','0','0'
'30000','22','6','3','14','0','0','14','0','0','0','3','0','1','0','0','0','0','0','0','0','0','0'
'30000','22','7','3','17','0','0','14','0','0','0','3','0','1','0','0','0','0','0','0','0','0','0'
'30000','22','8','3','18','0','0','14','0','0','0','3','0','1','0','0','0','0','0','0','0','0','0'
