'30000','1','0',NULL,'1','154','0'
'30000','2','0',NULL,'1','156','0'
'30000','3','0',NULL,'1','158','0'
'30000','4','0',NULL,'1','160','0'
'30000','5','0',NULL,'1','162','0'
'30000','6','0',NULL,'1','166','0'
'30000','7','0',NULL,'1','168','0'
'30000','9','0',NULL,'1','153','0'
'30000','10','0',NULL,'1','155','0'
'30000','11','0',NULL,'1','223','0'
'30000','12','1',NULL,'1','166','0'
'30000','13','0',NULL,'1','241','0'
'30000','14','0',NULL,'1','161','0'
'30000','15','0',NULL,'1','242','0'
'30000','16','0',NULL,'1','243','0'
'30000','21','0',NULL,'1','324','0'
'30000','22','0',NULL,'1','164','0'
'30000','23','0',NULL,'1','157','0'
'30000','24','0',NULL,'1','159','0'
'30000','25','0',NULL,'1','336','0'
'30000','26','0',NULL,'1','337','0'
'30000','27','0',NULL,'1','338','0'
'30000','28','0',NULL,'1','339','0'
'30000','29','0',NULL,'1','348','0'
'30000','30','0',NULL,'1','361','0'
'30000','31','0',NULL,'1','362','0'
'30000','32','0',NULL,'1','363','0'
'30000','33','0',NULL,'1','364','0'
'30000','34','0',NULL,'1','365','0'
