'30000','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'30000','1','11','2','0','0','3','195','1','1','1','0','0','0','0','0'
'30000','2','11','2','3','3','0','193','0','0','0','1500','2','0','0','0'
'30000','3','11','2','3','3','0','193','0','0','0','1500','2','0','0','0'
'30000','4','11','2','0','0','3','195','1','0','1','0','0','0','0','0'
'30000','5','15','2','0','0','3','195','1','3','1','0','0','0','0','0'
'30000','6','15','2','0','0','3','195','1','3','1','0','0','0','0','1'
