'30000','0','0','1','0','0'
'30000','1','0','1','1','0'
'30000','2','0','1','2','0'
'30000','3','0','1','3','0'
'30000','4','0','1','4','0'
'30000','5','0','1','5','0'
'30000','6','0','1','6','0'
'30000','7','0','1','7','0'
'30000','8','0','1','8','0'
'30000','9','0','1','9','0'
'30000','10','0','1','10','0'
'30000','11','0','1','11','0'
'30000','12','0','1','12','0'
'30000','13','0','1','13','0'
'30000','14','0','1','14','0'
'30000','15','0','1','15','0'
'30000','16','0','1','16','0'
'30000','17','0','1','17','0'
'30000','18','0','1','18','0'
'30000','19','0','1','19','0'
'30000','20','0','1','20','0'
'30000','21','0','1','21','0'
'30000','22','0','1','22','0'
'30000','23','0','1','23','0'
'30000','24','0','1','24','0'
'30000','25','0','1','25','0'
'30000','26','0','1','26','0'
'30000','27','0','1','27','0'
'30000','28','0','1','28','0'
'30000','29','0','1','29','0'
'30000','30','0','1','30','0'
'30000','31','0','1','31','0'
'30000','32','0','1','32','0'
'30000','33','0','1','33','0'
'30000','34','0','1','34','0'
'30000','35','0','1','35','0'
'30000','36','0','1','36','0'
'30000','37','0','1','37','0'
'30000','38','0','1','38','0'
'30000','39','0','1','39','0'
'30000','40','0','1','40','0'
'30000','41','0','1','41','0'
'30000','42','0','1','42','0'
'30000','43','0','1','43','0'
'30000','44','0','1','44','0'
'30000','45','0','1','45','0'
'30000','46','0','1','46','0'
'30000','47','0','1','47','0'
'30000','48','0','1','48','0'
'30000','49','0','1','49','0'
'30000','50','0','1','50','0'
'30000','51','0','1','51','0'
'30000','52','0','1','52','0'
'30000','53','0','1','53','0'
'30000','54','0','1','54','0'
'30000','55','0','1','55','0'
'30000','56','0','1','56','0'
'30000','57','0','1','57','0'
'30000','58','0','1','58','0'
'30000','59','0','1','59','0'
'30000','60','0','1','60','0'
'30000','61','0','1','61','0'
'30000','62','0','1','62','0'
'30000','63','0','1','63','0'
