'30000','22','1','1','101','1','1'
'30000','22','2','1','201','1','10'
'30000','22','3','1','102','1','11'
'30000','22','4','1','202','1','12'
'30000','22','5','1','103','1','17'
'30000','22','6','1','203','1','18'
'30000','22','7','1','104','1','23'
'30000','22','8','1','204','1','24'
'30000','22','9','1','301','1','29'
'30000','22','10','1','401','1','30'
'30000','22','11','1','302','1','35'
'30000','22','12','1','402','1','36'
'30000','22','13','1','303','1','37'
'30000','22','14','1','403','1','38'
'30000','22','15','1','304','1','59'
'30000','22','16','1','404','1','60'
'30000','22','17','1','501','1','65'
'30000','22','18','1','601','1','66'
'30000','22','19','1','502','1','67'
'30000','22','20','1','602','1','68'
'30000','22','21','1','503','1','69'
'30000','22','22','1','603','1','70'
