'30000','-4','0','0','0',NULL,'0','1'
'30000','-3','0','0','0',NULL,'0','1'
'30000','-2','0','3','1',NULL,'0','2'
'30000','0','0','0','0',NULL,'0','1'
'30000','1','0','3','1',NULL,'0','1'
'30000','29','29','2','1',NULL,'0','1'
'30000','127','0','3','1',NULL,'0','1'
