'30000','1','1','1','0','0','0','0','0','1','3','E1/7-1'
'30000','2','2','1','0','0','0','0','0','1','1','E1/7-2'
'30000','3','3','1','0','0','0','0','0','1','1','E1/7-3'
'30000','4','4','1','0','0','0','0','0','1','1','E1/7-4'
'30000','5','5','1','0','0','0','0','0','1','1','E1/7-5'
'30000','6','6','1','0','0','0','0','0','1','1','E1/7-6'
'30000','7','7','1','0','0','0','0','0','1','1','E1/7-7'
'30000','8','8','1','0','0','0','0','0','1','1','E1/7-8'
'30000','33','1','5','0','0','0','0','0','1','3','E1/9-1'
'30000','34','2','5','0','0','0','0','0','1','1','E1/9-2'
'30000','35','3','5','0','0','0','0','0','1','1','E1/9-3'
'30000','36','4','5','0','0','0','0','0','1','1','E1/9-4'
'30000','37','5','5','0','0','0','0','0','1','1','E1/9-5'
'30000','38','6','5','0','0','0','0','0','1','1','E1/9-6'
'30000','39','7','5','0','0','0','0','0','1','1','E1/9-7'
'30000','40','8','5','0','0','0','0','0','1','1','E1/9-8'
'30000','101','1','19','1','0','0','0','0','12','4','PIA101'
'30000','102','2','19','1','0','0','0','0','12','4','PIA102'
'30000','103','3','19','1','0','0','0','0','12','4','PIA103'
'30000','104','4','19','1','0','0','0','0','12','4','PIA104'
'30000','105','5','19','1','0','0','0','0','12','4','PIA105'
'30000','106','6','19','1','0','0','0','0','12','4','PIA106'
'30000','107','7','19','1','0','0','0','0','12','4','PIA107'
'30000','108','8','19','1','0','0','0','0','12','4','PIA108'
'30000','109','9','19','1','0','0','0','0','12','1','PIA109'
'30000','110','10','19','1','0','0','0','0','12','1','PIA110'
'30000','111','11','19','1','0','0','0','0','12','1','PIA111'
'30000','112','12','19','1','0','0','0','0','12','1','PIA112'
'30000','113','13','19','1','0','0','0','0','12','1','PIA113'
'30000','114','14','19','1','0','0','0','0','12','1','PIA114'
'30000','115','15','19','1','0','0','0','0','12','1','PIA115'
'30000','116','16','19','1','0','0','0','0','12','1','PIA116'
'30000','117','17','19','0','0','0','0','0','1','5','PIA117'
'30000','201','1','32','1','0','0','0','0','12','4','PIA201'
'30000','202','2','32','1','0','0','0','0','12','4','PIA202'
'30000','203','3','32','1','0','0','0','0','12','4','PIA203'
'30000','204','4','32','1','0','0','0','0','12','4','PIA204'
'30000','205','5','32','1','0','0','0','0','12','4','PIA205'
'30000','206','6','32','1','0','0','0','0','12','4','PIA206'
'30000','207','7','32','1','0','0','0','0','12','4','PIA207'
'30000','208','8','32','1','0','0','0','0','12','4','PIA208'
'30000','209','9','32','1','0','0','0','0','12','1','PIA209'
'30000','210','10','32','1','0','0','0','0','12','1','PIA210'
'30000','211','11','32','1','0','0','0','0','12','1','PIA211'
'30000','212','12','32','1','0','0','0','0','12','1','PIA212'
'30000','213','13','32','1','0','0','0','0','12','1','PIA213'
'30000','214','14','32','1','0','0','0','0','12','1','PIA214'
'30000','215','15','32','1','0','0','0','0','12','1','PIA215'
'30000','216','16','32','1','0','0','0','0','12','1','PIA216'
'30000','217','17','32','0','0','0','0','0','1','5','PIA217'
'30000','301','1','45','1','0','0','0','0','12','4','PIA301'
'30000','302','2','45','1','0','0','0','0','12','4','PIA302'
'30000','303','3','45','1','0','0','0','0','12','4','PIA303'
'30000','304','4','45','1','0','0','0','0','12','4','PIA304'
'30000','305','5','45','1','0','0','0','0','12','4','PIA305'
'30000','306','6','45','1','0','0','0','0','12','4','PIA306'
'30000','307','7','45','1','0','0','0','0','12','4','PIA307'
'30000','308','8','45','1','0','0','0','0','12','4','PIA308'
'30000','309','9','45','1','0','0','0','0','12','1','PIA309'
'30000','310','10','45','1','0','0','0','0','12','1','PIA310'
'30000','311','11','45','1','0','0','0','0','12','1','PIA311'
'30000','312','12','45','1','0','0','0','0','12','1','PIA312'
'30000','313','13','45','1','0','0','0','0','12','1','PIA313'
'30000','314','14','45','1','0','0','0','0','12','1','PIA314'
'30000','315','15','45','1','0','0','0','0','12','1','PIA315'
'30000','316','16','45','1','0','0','0','0','12','1','PIA316'
'30000','317','17','45','0','0','0','0','0','1','5','PIA317'
'30000','401','1','58','1','0','0','0','0','12','4','PIA401'
'30000','402','2','58','1','0','0','0','0','12','4','PIA402'
'30000','403','3','58','1','0','0','0','0','12','4','PIA403'
'30000','404','4','58','1','0','0','0','0','12','4','PIA404'
'30000','405','5','58','1','0','0','0','0','12','4','PIA405'
'30000','406','6','58','1','0','0','0','0','12','4','PIA406'
'30000','407','7','58','1','0','0','0','0','12','4','PIA407'
'30000','408','8','58','1','0','0','0','0','12','4','PIA408'
'30000','409','9','58','1','0','0','0','0','12','1','PIA409'
'30000','410','10','58','1','0','0','0','0','12','1','PIA410'
'30000','411','11','58','1','0','0','0','0','12','1','PIA411'
'30000','412','12','58','1','0','0','0','0','12','1','PIA412'
'30000','413','13','58','1','0','0','0','0','12','1','PIA413'
'30000','414','14','58','1','0','0','0','0','12','1','PIA414'
'30000','415','15','58','1','0','0','0','0','12','1','PIA415'
'30000','416','16','58','1','0','0','0','0','12','1','PIA416'
'30000','417','17','58','0','0','0','0','0','1','5','PIA417'
'30000','501','1','71','1','0','0','0','0','12','4','PIA501'
'30000','502','2','71','1','0','0','0','0','12','4','PIA502'
'30000','503','3','71','1','0','0','0','0','12','4','PIA503'
'30000','504','4','71','1','0','0','0','0','12','4','PIA504'
'30000','505','5','71','1','0','0','0','0','12','4','PIA505'
'30000','506','6','71','1','0','0','0','0','12','4','PIA506'
'30000','507','7','71','1','0','0','0','0','12','4','PIA507'
'30000','508','8','71','1','0','0','0','0','12','4','PIA508'
'30000','509','9','71','1','0','0','0','0','12','1','PIA509'
'30000','510','10','71','1','0','0','0','0','12','1','PIA510'
'30000','511','11','71','1','0','0','0','0','12','1','PIA511'
'30000','512','12','71','1','0','0','0','0','12','1','PIA512'
'30000','513','13','71','1','0','0','0','0','12','1','PIA513'
'30000','514','14','71','1','0','0','0','0','12','1','PIA514'
'30000','515','15','71','1','0','0','0','0','12','1','PIA515'
'30000','516','16','71','1','0','0','0','0','12','1','PIA516'
'30000','517','17','71','0','0','0','0','0','1','5','PIA517'
'30000','601','1','84','1','0','0','0','0','12','4','PIA601'
'30000','602','2','84','1','0','0','0','0','12','4','PIA602'
'30000','603','3','84','1','0','0','0','0','12','4','PIA603'
'30000','604','4','84','1','0','0','0','0','12','4','PIA604'
'30000','605','5','84','1','0','0','0','0','12','4','PIA605'
'30000','606','6','84','1','0','0','0','0','12','4','PIA606'
'30000','607','7','84','1','0','0','0','0','12','4','PIA607'
'30000','608','8','84','1','0','0','0','0','12','4','PIA608'
'30000','609','9','84','1','0','0','0','0','12','1','PIA609'
'30000','610','10','84','1','0','0','0','0','12','1','PIA610'
'30000','611','11','84','1','0','0','0','0','12','1','PIA611'
'30000','612','12','84','1','0','0','0','0','12','1','PIA612'
'30000','613','13','84','1','0','0','0','0','12','1','PIA613'
'30000','614','14','84','1','0','0','0','0','12','1','PIA614'
'30000','615','15','84','1','0','0','0','0','12','1','PIA615'
'30000','616','16','84','1','0','0','0','0','12','1','PIA616'
'30000','617','17','84','0','0','0','0','0','1','5','PIA617'
'30000','801','1','97','0','0','0','0','0','12','1','PIA801'
'30000','802','2','97','0','0','0','0','0','12','1','PIA802'
'30000','803','3','97','0','0','0','0','0','12','1','PIA803'
'30000','804','4','97','0','0','0','0','0','12','1','PIA804'
'30000','805','5','97','0','0','0','0','0','12','1','PIA805'
'30000','806','6','97','0','0','0','0','0','12','1','PIA806'
'30000','807','7','97','0','0','0','0','0','12','1','PIA807'
'30000','808','8','97','0','0','0','0','0','12','1','PIA808'
'30000','809','9','97','0','0','0','0','0','12','1','PIA809'
'30000','810','10','97','0','0','0','0','0','12','1','PIA810'
'30000','811','11','97','0','0','0','0','0','12','1','PIA811'
'30000','812','12','97','0','0','0','0','0','12','1','PIA812'
'30000','813','13','97','0','0','0','0','0','12','1','PIA813'
'30000','814','14','97','0','0','0','0','0','12','1','PIA814'
'30000','815','15','97','0','0','0','0','0','12','1','PIA815'
'30000','816','16','97','0','0','0','0','0','12','1','PIA816'
'30000','817','17','97','0','0','0','0','0','1','5','PIA817'
'30000','3000','1','1','1','0','0','0','0','13','5','1/ge0'
'30000','3001','2','1','1','0','0','0','0','13','5','1/ge1'
'30000','3002','3','1','1','0','0','0','0','13','5','1/ge2'
'30000','3003','4','1','1','0','0','0','0','13','5','1/ge3'
'30000','3004','5','1','1','0','0','0','0','13','5','1/cu-eth1'
'30000','3005','6','1','1','0','0','0','0','13','5','1/cu-eth2'
'30000','3006','7','1','1','0','0','0','0','13','5','1/fib-eth4'
'30000','3007','8','1','1','0','0','0','0','13','5','1/fib-eth3'
'30000','3008','9','1','1','0','0','0','0','13','5','1/ge8'
'30000','3009','10','1','1','0','0','0','0','13','5','1/ge9'
'30000','3010','11','1','1','0','0','0','0','13','5','1/ge10'
'30000','3011','12','1','1','0','0','0','0','13','5','1/ge11'
'30000','3012','13','1','1','0','0','0','0','13','5','1/MFA8'
'30000','3013','14','1','1','0','0','0','0','13','5','1/MFA9'
'30000','3014','1','2','1','0','0','0','0','13','5','1/ZL_ge'
'30000','3015','1','3','1','0','0','0','0','13','5','1/CDG_eth0'
'30000','3016','1','4','1','0','0','0','0','13','5','eth0'
'30000','3100','1','5','1','0','0','0','0','13','5','2/ge0'
'30000','3101','2','5','1','0','0','0','0','13','5','2/ge1'
'30000','3102','3','5','1','0','0','0','0','13','5','2/ge2'
'30000','3103','4','5','1','0','0','0','0','13','5','2/ge3'
'30000','3104','5','5','1','0','0','0','0','13','5','2/cu-eth1'
'30000','3105','6','5','1','0','0','0','0','13','5','2/cu-eth2'
'30000','3106','7','5','1','0','0','0','0','13','5','2/fib-eth4'
'30000','3107','8','5','1','0','0','0','0','13','5','2/fib-eth3'
'30000','3108','9','5','1','0','0','0','0','13','5','2/ge8'
'30000','3109','10','5','1','0','0','0','0','13','5','2/ge9'
'30000','3110','11','5','1','0','0','0','0','13','5','2/ge10'
'30000','3111','12','5','1','0','0','0','0','13','5','2/ge11'
'30000','3112','13','5','1','0','0','0','0','13','5','2/MFA8'
'30000','3113','14','5','1','0','0','0','0','13','5','2/MFA9'
'30000','3114','1','6','1','0','0','0','0','13','5','2/ZL_ge'
'30000','3115','1','7','1','0','0','0','0','13','5','2/CDG_eth0'
'30000','3116','1','8','1','0','0','0','0','13','5','eth0'
