'30000','1','Default Disp.Circle Profile','','32','0','1','65535','80','2000','50','1','1'
'30000','2','Radio 1','disp1','2','1','1','65535','80','2000','50','1','1'
'30000','3','Radio 2','disp2','2','1','1','65535','80','2000','50','1','1'
'30000','4','Radio 3','disp3','2','1','1','65535','80','2000','50','1','1'
'30000','5','Radio 4','disp4','2','1','1','65535','80','2000','50','1','1'
