'30000','1','0','0','6','0','7','0','70','0','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','1','0','0','0','0','0','0'
'30000','2','0','0','6','0','7','0','70','0','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','1','0','0','0','0','0','0'
'30000','3','0','0','6','0','7','0','70','1','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','1','0','0','0','0','0','0'
'30000','4','0','0','6','0','7','0','70','1','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','1','0','0','0','0','0','0'
'30000','5','0','0','6','0','7','0','70','0','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','1','0','0','0','0','0','0'
'30000','6','0','0','6','0','7','0','70','0','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','1','0','0','0','0','0','0'
'30000','7','0','0','6','0','7','0','70','1','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','1','0','0','0','0','0','0'
'30000','8','0','0','6','0','7','0','70','1','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','1','0','0','0','0','0','0'
'30000','9','2','0','0','0','3','0','10','1','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','0','0','0','0','0','0','0'
'30000','10','2','0','0','0','3','0','10','1','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','0','0','0','0','0','0','0'
'30000','11','2','0','0','0','3','0','10','1','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','0','0','0','0','0','0','0'
'30000','12','0','0','6','0','7','0','70','0','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','1','0','0','0','0','0','0'
'30000','13','0','0','6','0','7','0','70','0','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','1','0','0','0','0','0','0'
'30000','14','0','0','6','0','7','0','70','1','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','1','0','0','0','0','0','0'
'30000','15','0','0','6','0','7','0','70','1','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','1','0','0','0','0','0','0'
'30000','16','2','0','0','0','3','0','10','1','0','0','-2','0','180','0','0','0','0','30','0','1','0','0','0','0','0','1','1','2',NULL,NULL,'0','0','194','1','0','0','0','0','0','0','0','0','0','0','0','99','0','0','0','0','0','0','0','100','10000','0','0','0','0','0','-1','-1','0','0','0','0','0',NULL,'0','0','0','0','0','0','0','0','0','0','0','0','0','100','100','0','0','0','0','0','0','0','0','0','0','0'
