'30000','1','Analogue port: 2W connection','150','1','1','0'
'30000','2','Analogue port: 4W connection; receiving wire +1','150','3','0','0'
'30000','3','Analogue port: no connection','150','0','0','0'
'30000','4','Analogue port - TAG: no connection','150','0','0','0'
'30000','5','Analogue port - TAC - PublicTrunk : 2W connection','150','1','1','0'
