'30000','1','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Animation/music_endless.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','2','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Animation/test_DTMF.vxml','5','0','3','1','0','0','5','1','0','0','0','0','1','1'
'30000','3','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Animation/test_transfer.vxml','5','0','3','1','0','0','5','1','0','0','0','0','1','1'
'30000','4','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Animation/test_record.vxml','5','0','3','1','0','0','5','1','0','0','0','0','1','1'
'30000','5','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Animation/test_ASR.vxml','5','0','3','1','1','0','5','1','0','0','0','0','1','1'
'30000','6','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Animation/test_http.vxml','5','0','3','1','0','0','5','1','0','0','0','0','1','1'
'30000','7','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Animation/date_time_s.vxml','5','0','3','1','0','0','5','1','0','0','0','0','1','1'
'30000','8','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Animation/time_s.vxml','5','0','3','1','0','0','5','1','0','0','0','0','1','1'
'30000','9','http://IP_address_of_http_server/music_endless.vxml','5','0','3','1','0','0','5','1','0','0','0','0','1','1'
'30000','10','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Animation/ani.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','11','file:///opt/si2000/neroot/active/mg_applpcu/vxml/sl_SL/Animation/ani.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','12','file:///opt/si2000/neroot/active/mg_applpcu/vxml/en_US/Animation/ani.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','100','http://local-float-ip/voicemail/pages/mailbox_personal_entry.jsp','5','0','3','1','0','0','5','1','0','0','0','0','1','1'
'30000','101','http://local-float-ip/voicemail/pages/mailbox_auth_entry.jsp','5','0','3','1','0','0','5','1','0','0','0','0','1','1'
'30000','102','http://local-float-ip/voicemail/pages/vmsend_entry.jsp','5','0','3','1','0','0','5','1','0','0','0','0','1','1'
'30000','110','http://local-float-ip/autoattendant/main.vxml','5','0','3','1','0','0','5','1','0','0','0','0','1','1'
'30000','125','http://192.168.52.30:8080/conference/announcement/announcement.vxml','5','0','3','0','0','0','11','1','0','0','0','0','1','1'
'30000','1003','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Indication/DIAL.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','1004','file:///opt/si2000/neroot/active/mg_applpcu/vxml/en_US/Indication/DIAL.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','1103','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Indication/SPC_DIAL.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','1104','file:///opt/si2000/neroot/active/mg_applpcu/vxml/en_US/Indication/SPC_DIAL.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','1203','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Indication/RING.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','1204','file:///opt/si2000/neroot/active/mg_applpcu/vxml/en_US/Indication/RING.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','1303','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Indication/BUSY.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','1304','file:///opt/si2000/neroot/active/mg_applpcu/vxml/en_US/Indication/BUSY.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','1403','file:///opt/si2000/neroot/active/mg_applpcu/vxml/ru_RU/Indication/BLOCK.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
'30000','1404','file:///opt/si2000/neroot/active/mg_applpcu/vxml/en_US/Indication/BLOCK.vxml','1','0','3','0','0','0','5','1','0','0','0','0','1','1'
