'30000','1','CMJ7 / CVL3; User Traffic; 100','0','3016','0','1','0','2','-1'
'30000','2','CMJ9 / CVL3; User Traffic; 100','0','3116','0','1','0','2','-1'
'30000','3','CMJ7; User Traffic; 100','0','3009','0','1','0','2','-1'
'30000','4','CMJ9; User Traffic; 100','0','3109','0','1','0','2','-1'
'30000','5','CMJ7; User Traffic; 100','0','3011','0','1','0','2','-1'
'30000','6','CMJ9; User Traffic; 100','0','3111','0','1','0','2','-1'
'30000','7','CMJ7 / DDN1; User Traffic; 100','0','3014','0','1','0','2','-1'
'30000','8','CMJ9 / DDN1; User Traffic; 100','0','3114','0','1','0','2','-1'
