'30000','37','13','0','0','0','0','2000','0','200','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'30000','38','0','0','0','0','0','850','0','500','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'30000','38','1','0','0','0','0','1600','0','600','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'30000','38','2','0','0','0','0','850','0','500','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'30000','38','3','0','0','0','0','1600','0','600','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'30000','38','4','0','0','0','0','250','0','200','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'30000','38','5','0','0','0','0','1000','0','200','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'30000','38','6','0','0','0','0','2200','0','200','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'30000','39','0','0','0','0','0','2200','0','500','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'30000','44','0','0','0','5','0','0','0','0','0','0','0','18','30','18','30','30','0','0','0','132','0','0','0','0','0','0','0','0','0'
'30000','44','0','1','0','5','0','0','0','0','0','0','0','30','120','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'30000','45','0','0','0','5','20','70','0','0','70','0','0','30','700','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'30000','45','0','1','0','5','40','200','0','0','200','0','0','18','30','306','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
